l,BB
2,0.0017049958290150313
3,0.0008775409178793522
4,0.00046295869706233024
5,0.00024375756265448864
6,0.0001281588601800669
7,6.886833213397342e-05
8,3.9673850048234335e-05
9,2.6072175289238196e-05
10,2.0198328194990223e-05
11,1.7906892501394564e-05
12,1.7147567868585983e-05
13,1.6954951634892216e-05
14,1.6925783461774306e-05
15,1.691467614600231e-05
16,1.6880129658636046e-05
17,1.6819295506310417e-05
18,1.6735559909160023e-05
19,1.6634789071654883e-05
20,1.652182524808319e-05
21,1.639974495877639e-05
22,1.627064063056006e-05
23,1.613573563709557e-05
24,1.599589239630509e-05
25,1.5851724154169495e-05
26,1.5704075379916702e-05
27,1.555491754171467e-05
28,1.540580718780574e-05
29,1.5257067973073482e-05
30,1.5108695546077734e-05
31,1.4960504530892261e-05
32,1.4812302255730344e-05
33,1.466391687192451e-05
34,1.4514988756721538e-05
35,1.4364403126341038e-05
36,1.4211688547515762e-05
37,1.4058744010165085e-05
38,1.3907115853012082e-05
39,1.3756084312113823e-05
40,1.3604594346671915e-05
41,1.345198062927967e-05
42,1.3298441574252343e-05
43,1.3144322270946294e-05
44,1.298991179407686e-05
45,1.2835452076071771e-05
46,1.2681111400193001e-05
47,1.2526900191597244e-05
48,1.237279529498836e-05
49,1.2218776533879557e-05
50,1.2064826341075873e-05
51,1.1910957209834299e-05
52,1.1757286352367495e-05
53,1.1603939040146018e-05
54,1.1451021576813147e-05
55,1.1298623895341977e-05
56,1.1146813588322072e-05
57,1.0995615489373744e-05
58,1.0845041480632584e-05
59,1.0695099937724029e-05
60,1.0545796247840945e-05
61,1.0397149843180475e-05
62,1.0249240111540483e-05
63,1.0102150294996159e-05
64,9.95595145439257e-06
65,9.810703935343226e-06
66,9.66645401947045e-06
67,9.52322223929195e-06
68,9.38102002032079e-06
69,9.239855143459415e-06
70,9.0997322144497e-06
71,8.960668053716723e-06
72,8.822733710110925e-06
73,8.686004546876421e-06
74,8.55054560966404e-06
75,8.41641271703086e-06
76,8.283648872986788e-06
77,8.15227238942339e-06
78,8.022292860118733e-06
79,7.893716409420269e-06
80,7.766546084695445e-06
81,7.64078596142832e-06
82,7.516451991466945e-06
83,7.393559846009561e-06
84,7.272121405661377e-06
85,7.152145152943268e-06
86,7.033638580091592e-06
87,6.916614297760671e-06
88,6.801083546955277e-06
89,6.687054395722319e-06
90,6.574532055305062e-06
91,6.463524028050543e-06
92,6.354054112524583e-06
93,6.246146685329314e-06
94,6.139822027902188e-06
95,6.0350966974722025e-06
96,5.931983865618182e-06
97,5.83049362761521e-06
98,5.730633285362644e-06
99,5.632407606005982e-06
100,5.535819058663439e-06
101,5.4408680311131505e-06
102,5.347553028191552e-06
103,5.255870853435673e-06
104,5.165816775831206e-06
105,5.077384682224182e-06
106,4.990567217238878e-06
107,4.9053559114340946e-06
108,4.8217412988069704e-06
109,4.739713024432138e-06
110,4.659259942972263e-06
111,4.580371649544684e-06
112,4.5030426803519775e-06
113,4.427267927259084e-06
114,4.353041252375008e-06
115,4.280355587044848e-06
116,4.209203022957755e-06
117,4.139574896371944e-06
118,4.071461864639878e-06
119,4.004853977017804e-06
120,3.9397407393462444e-06
121,3.876111173352398e-06
122,3.813953870868419e-06
123,3.7532570434419994e-06
124,3.694008567673406e-06
125,3.636196026409786e-06
126,3.579806746385598e-06
127,3.5248278324550137e-06
128,3.4712461985995083e-06
129,3.4190485960084e-06
130,3.368221638477222e-06
131,3.318750494188635e-06
132,3.2706150727016437e-06
133,3.2237943054716076e-06
134,3.1782675092766383e-06
135,3.1340143766537634e-06
136,3.0910149660411556e-06
137,3.0492496919816963e-06
138,3.008699315256266e-06
139,2.969344932964683e-06
140,2.9311679685743297e-06
141,2.8941501622597804e-06
142,2.858273561388932e-06
143,2.8235205106750863e-06
144,2.7898736433961996e-06
145,2.757315872096944e-06
146,2.7258303798741507e-06
147,2.695400611969085e-06
148,2.6660102676324965e-06
149,2.637643292261784e-06
150,2.6102838699324978e-06
151,2.5839146863613206e-06
152,2.558511912934976e-06
153,2.5340506951806446e-06
154,2.5105068978988424e-06
155,2.4878570751888004e-06
156,2.4660784421038254e-06
157,2.4451488479621337e-06
158,2.425046751198092e-06
159,2.4057511955104983e-06
160,2.3872417874878506e-06
161,2.369498675552825e-06
162,2.3525025300182925e-06
163,2.3362345244787185e-06
164,2.3206763182475428e-06
165,2.305810039842178e-06
166,2.291618271430518e-06
167,2.278084034311534e-06
168,2.265190775178809e-06
169,2.252922353217716e-06
170,2.241263028002291e-06
171,2.230197448070424e-06
172,2.2197106401415834e-06
173,2.209787999019214e-06
174,2.200415277931832e-06
175,2.191578579447504e-06
176,2.18326290433592e-06
177,2.1754479454846554e-06
178,2.1681126271725163e-06
179,2.1612365572976026e-06
180,2.154800004986343e-06
181,2.1487838790311837e-06
182,2.1431697072103636e-06
183,2.1379396164375125e-06
184,2.1330763136487954e-06
185,2.1285630673003268e-06
186,2.1243836896566305e-06
187,2.1205225195253526e-06
188,2.116964405621717e-06
189,2.113694690421616e-06
190,2.11069919449859e-06
191,2.107964201314555e-06
192,2.105476442361001e-06
193,2.1032230828019353e-06
194,2.1011917074047e-06
195,2.0993703068191463e-06
196,2.09774726425315e-06
197,2.0963113423823016e-06
198,2.0950516706457583e-06
199,2.0939577327743213e-06
200,2.0930193546762027e-06
201,2.0922266825094103e-06
202,2.091570141836792e-06
203,2.091040457760341e-06
204,2.0906286540378716e-06
205,2.090326042262867e-06
206,2.0901242113397284e-06
207,2.090015017264634e-06
208,2.089990573179983e-06
209,2.0900432397250773e-06
210,2.0901656157309744e-06
211,2.090350529178515e-06
212,2.0905910284934518e-06
213,2.0908803741718964e-06
214,2.091212030673555e-06
215,2.09157965872347e-06
216,2.0919771079009823e-06
217,2.0923984095321062e-06
218,2.0928377699669014e-06
219,2.0932895642032627e-06
220,2.0937483297835155e-06
221,2.0942087610797855e-06
222,2.094665703903323e-06
223,2.0951141504330066e-06
224,2.0955492344890855e-06
225,2.0959662271210015e-06
226,2.096360532509844e-06
227,2.0967276841713258e-06
228,2.09706334148932e-06
229,2.0973632865000413e-06
230,2.09762342097429e-06
231,2.0978397637931815e-06
232,2.0980084485299858e-06
233,2.098125721311928e-06
234,2.098187938891436e-06
235,2.0981915669327004e-06
236,2.098133178497578e-06
237,2.0980094527013713e-06
238,2.0978171735587127e-06
239,2.0975532289362533e-06
240,2.0972146096629023e-06
241,2.0967984087478832e-06
242,2.0963018206964356e-06
243,2.095722140862553e-06
244,2.095056764922174e-06
245,2.094303188355144e-06
246,2.0934590059659227e-06
247,2.0925219113998146e-06
248,2.0914896966652958e-06
249,2.0903602516489618e-06
250,2.089131563584123e-06
251,2.0878022650524413e-06
252,2.086373244361883e-06
253,2.0848459398283354e-06
254,2.0832217846438633e-06
255,2.0815022089372617e-06
256,2.079688641681977e-06
257,2.0777825124132313e-06
258,2.0757852527340366e-06
259,2.0736982976761146e-06
260,2.0715230868285614e-06
261,2.069261065311567e-06
262,2.066913684560805e-06
263,2.0644824029178777e-06
264,2.0619686860825527e-06
265,2.0593740073463255e-06
266,2.056699847710295e-06
267,2.0539476958239317e-06
268,2.051119047779491e-06
269,2.048215406780732e-06
270,2.0452382826858448e-06
271,2.042189191417387e-06
272,2.039069654296305e-06
273,2.0358811972600672e-06
274,2.032625349998486e-06
275,2.0293036450485695e-06
276,2.0259176167953007e-06
277,2.022468800459428e-06
278,2.0189587310325387e-06
279,2.0153889422116504e-06
280,2.0117609653097482e-06
281,2.008076328166752e-06
282,2.0043365541031367e-06
283,2.000543160868024e-06
284,1.9966976596011587e-06
285,1.9928015540243244e-06
286,1.9888563393203134e-06
287,1.9848635014407077e-06
288,1.9808245162896177e-06
289,1.9767408490409014e-06
290,1.972613953528742e-06
291,1.968445271699018e-06
292,1.9642362332141763e-06
293,1.9599882550725544e-06
294,1.9557027413945122e-06
295,1.9513810832493116e-06
296,1.9470246586166e-06
297,1.9426348324202397e-06
298,1.9382129566611913e-06
299,1.9337603706494054e-06
300,1.9292784013008917e-06
301,1.9247683271635665e-06
302,1.9202312716154604e-06
303,1.915668315889204e-06
304,1.911080536408959e-06
305,1.906469005324356e-06
306,1.9018347910873025e-06
307,1.8971789590739219e-06
308,1.8925025722519272e-06
309,1.8878066918836252e-06
310,1.8830923782239639e-06
311,1.878360691254836e-06
312,1.8736126914009398e-06
313,1.8688494402581771e-06
314,1.8640720012853443e-06
315,1.8592814404926917e-06
316,1.8544788270822678e-06
317,1.8496652340558408e-06
318,1.8448417387577056e-06
319,1.8400094234006505e-06
320,1.8351693754798452e-06
321,1.830322688154238e-06
322,1.8254704605498293e-06
323,1.8206137979634089e-06
324,1.81575381201021e-06
325,1.8108916206696147e-06
326,1.8060283482514623e-06
327,1.801165125263243e-06
328,1.7963030881912677e-06
329,1.7914433792002418e-06
330,1.786587145716265e-06
331,1.7817355399544478e-06
332,1.7768897183229396e-06
333,1.7720508407734981e-06
334,1.7672200700505731e-06
335,1.762398570870511e-06
336,1.7575875090279318e-06
337,1.7527880504333709e-06
338,1.748001360093721e-06
339,1.743228601028445e-06
340,1.7384709331429979e-06
341,1.7337295120662724e-06
342,1.7290054879368604e-06
343,1.7243000041892386e-06
344,1.7196141962964828e-06
345,1.7149491905107744e-06
346,1.7103061026026145e-06
347,1.7056860366130289e-06
348,1.7010900835957814e-06
349,1.6965193204086783e-06
350,1.6919748085093647e-06
351,1.6874574890515326e-06
352,1.6829678752290748e-06
353,1.6785063705460427e-06
354,1.6740733724369883e-06
355,1.6696692710319392e-06
356,1.6652944479808542e-06
357,1.6609492753663258e-06
358,1.6566341146725025e-06
359,1.6523493158769663e-06
360,1.6480952165886112e-06
361,1.6438721413002521e-06
362,1.639680400715663e-06
363,1.6355202911762816e-06
364,1.6313920941727321e-06
365,1.6272960759432795e-06
366,1.6232324871681288e-06
367,1.619201562746331e-06
368,1.6152035216520076e-06
369,1.611238566882341e-06
370,1.6073068854691253e-06
371,1.6034086485779886e-06
372,1.599544011659879e-06
373,1.595713114686164e-06
374,1.5919160824229814e-06
375,1.588153024777901e-06
376,1.584424037166192e-06
377,1.5807292009547071e-06
378,1.5770685839038576e-06
379,1.5734422406627876e-06
380,1.5698502132740886e-06
381,1.5662925317020589e-06
382,1.5627692143553608e-06
383,1.5592802686311184e-06
384,1.555825691435827e-06
385,1.5524054697104338e-06
386,1.5490195809347127e-06
387,1.5456679936079424e-06
388,1.5423506677068515e-06
389,1.5390675551098563e-06
390,1.5358185999875835e-06
391,1.532603739151158e-06
392,1.5294229023592906e-06
393,1.5262760125790308e-06
394,1.5231629862021259e-06
395,1.5200837331979178e-06
