l,BB
2,0.0014654429768051437
3,0.0015085957278399942
4,0.001326635636869392
5,0.0010480059629186494
6,0.0007717599805650175
7,0.0005534197185400975
8,0.00041044992408861657
9,0.0003377157187053717
10,0.00032021331874096745
11,0.0003409303988413004
12,0.00038595034986893697
13,0.0004452539584395101
14,0.0005128771538711164
15,0.000585763443206374
16,0.0006625192265576057
17,0.0007426676476967549
18,0.0008259382312010945
19,0.0009122240318848079
20,0.0010014515822658555
21,0.0010935178079394977
22,0.0011883049096055955
23,0.001285665851781745
24,0.0013854441490394412
25,0.001487474852691444
26,0.0015916260473994696
27,0.0016979065533495497
28,0.0018063342046693955
29,0.0019168223274708632
30,0.0020292517614751665
31,0.0021434781075441063
32,0.0022593496958132567
33,0.0023767112287019125
34,0.0024953686866966067
35,0.0026149770192835536
36,0.002735267002621463
37,0.0028564239637306693
38,0.0029786374010087754
39,0.003101659160746362
40,0.0032251316007864857
41,0.0033487446611413607
42,0.0034723789112488346
43,0.003595962514982633
44,0.0037194235584655454
45,0.003842690058816779
46,0.003965679477531987
47,0.004088267244044075
48,0.00421031825272645
49,0.004331697365229445
50,0.004452269422646242
51,0.004571909806161335
52,0.004690536098486038
53,0.004808076443768057
54,0.0049244590089064354
55,0.005039611993842635
56,0.005153459893295379
57,0.005265912260758654
58,0.005376874960179656
59,0.005486253933028128
60,0.005593955201897442
61,0.005699893861174554
62,0.005804021026589629
63,0.005906296900342585
64,0.006006681796619193
65,0.006105136146732061
66,0.006201617568951424
67,0.006296072067043525
68,0.006388442838548457
69,0.0064786732123487956
70,0.0065667066501990485
71,0.006652497714736602
72,0.006736044971781097
73,0.006817358088042487
74,0.00689644686003341
75,0.006973321212021768
76,0.007047987370582379
77,0.007120436392312731
78,0.007190655628269155
79,0.007258632541566498
80,0.007324354701507844
81,0.007387813350775688
82,0.007449014113416105
83,0.007507966275063899
84,0.007564679204126541
85,0.00761916234623214
86,0.007671427419156753
87,0.0077214950097330886
88,0.007769387964884082
89,0.00781512918517299
90,0.007858741618762375
91,0.007900254086004551
92,0.007939718761536598
93,0.007977193683067178
94,0.008012736919387788
95,0.008046406567484942
96,0.008078260750235855
97,0.008108357614355174
98,0.008136755329625473
99,0.00816351208835631
100,0.008188686105651936
101,0.008212335620331728
102,0.008234518896399548
103,0.008255294224986446
104,0.008274719927448666
105,0.008292854358256708
106,0.008309755908883538
107,0.008325483011931156
108,0.008340094145802395
109,0.008353647839634265
110,0.00836620267831421
111,0.008377819873263751
112,0.008388570964672569
113,0.008398530129893366
114,0.008407771624135838
115,0.008416369785229381
116,0.008424399038397121
117,0.008431933901881678
118,0.008439048990348473
119,0.00844581901917083
120,0.00845231880758626
121,0.008458623281345045
122,0.008464807474516712
123,0.008470946530641394
124,0.008477115703119
125,0.008483390354330017
126,0.008489845954144728
127,0.00849655807744808
128,0.008503602400452333
129,0.008511054695914816
130,0.00851899082724924
131,0.0085274834441993
132,0.008536592081637737
133,0.00854637304347228
134,0.00855688269061594
135,0.008568177430007656
136,0.008580313702225307
137,0.008593347968631666
138,0.00860733669755185
139,0.008622336349479285
140,0.008638403361278944
141,0.008655594130278142
142,0.008673964997924498
143,0.00869357223117818
144,0.008714472006439315
145,0.008736720390621119
146,0.008760373323061416
147,0.008785486597404996
148,0.00881211584335641
149,0.008840316508310067
150,0.008870143839344414
151,0.008901647178456557
152,0.008934852882751676
153,0.00896978137002778
154,0.0090064527908673
155,0.009044887013352916
156,0.009085103608490765
157,0.0091271218369123
158,0.00917096063667401
159,0.00921663861162033
160,0.009264174021229673
161,0.009313584771796082
162,0.009364888408234665
163,0.009418102107844672
164,0.009473242675080358
165,0.009530326537607296
166,0.009589369743531582
167,0.009650387960374873
168,0.009713396474953345
169,0.009778410194569608
170,0.00984544364962079
171,0.00991451099725573
172,0.009985626026106776
173,0.010058802162487737
174,0.010134052477016743
175,0.010211389692518148
176,0.010290819755952214
177,0.010372322537522965
178,0.010455871151153248
179,0.010541438401469207
180,0.010628996795166306
181,0.010718518552221298
182,0.010809975617425116
183,0.010903339672166617
184,0.010998582146211801
185,0.011095674228922858
186,0.01119458688111623
187,0.011295290845794554
188,0.011397756658879425
189,0.011501954659329818
190,0.011607854998700198
191,0.011715427650069507
192,0.011824642415818081
193,0.011935468935259246
194,0.012047876690918047
195,0.012161835013853862
196,0.012277313088419681
197,0.012394279955522064
198,0.012512704515335284
199,0.012632555528583332
200,0.01275380161725869
201,0.012876411205424714
202,0.013000352342659886
203,0.013125592876881458
204,0.013252100509329274
205,0.013379842790336667
206,0.013508787114389964
207,0.013638900714547248
208,0.013770150656115797
209,0.01390250382974616
210,0.014035926944383515
211,0.01417038651955559
212,0.01430584887758524
213,0.014442280135777457
214,0.014579646198176621
215,0.01471791274804978
216,0.014857045240259832
217,0.014997008893759694
218,0.01513776868488917
219,0.01527928934134954
220,0.015421535336333404
221,0.01556447088384018
222,0.015708059934807624
223,0.015852266174109113
224,0.01599705301874527
225,0.01614238361712474
226,0.01628822084953683
227,0.016434527329832284
228,0.016581265408677038
229,0.016728397177850473
230,0.01687588447608497
231,0.01702368889655591
232,0.017171771795369127
233,0.017320094301806102
234,0.017468617329824715
235,0.017617301590977123
236,0.01776610760868859
237,0.01791499573375874
238,0.01806392616133487
239,0.018212858948704752
240,0.018361754034426095
241,0.01851057125844119
242,0.018659270383120787
243,0.01880781111472383
244,0.018956153126128358
245,0.01910425607980006
246,0.019252079651325523
247,0.019399583553109372
248,0.019546727558350196
249,0.019693471525195613
250,0.01983977542066721
251,0.019985604314662946
252,0.02013094331387555
253,0.020275782674263842
254,0.020420112853349912
255,0.020563924531702346
256,0.02070720863391391
257,0.020849956348591245
258,0.020992159147052117
259,0.02113380880136308
260,0.02127489740067208
261,0.0214154173665978
262,0.02155536146720203
263,0.02169472282939691
264,0.021833494950319735
265,0.02197167170666906
266,0.022109247363072515
267,0.022246216578670732
268,0.022382574412244585
269,0.022518316325953344
270,0.022653438187673697
271,0.022787936271719263
272,0.022921807258541104
273,0.02305504823288626
274,0.023187656680710107
275,0.023319630485321083
276,0.023450967921992028
277,0.02358166765204425
278,0.02371172871583241
279,0.023841150525235846
280,0.023969932855357676
281,0.02409807583567368
282,0.02422557994118308
283,0.024352445982912415
284,0.024478675097960784
285,0.024604268742246586
286,0.02472922867803643
287,0.0248535569670732
288,0.024977255961250534
289,0.025100328294608773
290,0.025222776875809948
291,0.02534460488091236
292,0.025465815747872673
293,0.02558641317074831
294,0.02570640109591577
295,0.02582578371848136
296,0.02594456548033569
297,0.02606275106896307
298,0.02618034541752382
299,0.026297353706177987
300,0.026413781364305246
301,0.026529633600534116
302,0.02664491398548027
303,0.02675962587945346
304,0.02687377291315658
305,0.02698735899576988
306,0.027100388323813368
307,0.02721286539091804
308,0.027324794998528253
309,0.027436182267452824
310,0.027547032649628298
311,0.027657351940834164
312,0.027767146293461737
313,0.027876422229899233
314,0.027985186655724355
315,0.028093446873303483
316,0.028201210595003422
317,0.028308485956359902
318,0.028415281528561934
319,0.028521606331125986
320,0.028627469843093837
321,0.028732882014090595
322,0.028837853274439513
323,0.028942394543935136
324,0.029046517239972286
325,0.02915023328420028
326,0.02925355510804258
327,0.029356495656690882
328,0.029459068391724817
329,0.029561287292415347
330,0.02966316685498605
331,0.029764722090884852
332,0.02986596852276439
333,0.029966922179394343
334,0.030067599588517183
335,0.030168017768211305
336,0.030268194216600004
337,0.030368146899944496
338,0.030467894239255163
339,0.03056745509523436
340,0.030666848751880294
341,0.030766094898862555
342,0.03086521361227585
343,0.030964225334753123
344,0.031063150854023044
345,0.031162011280690793
346,0.03126082802521045
347,0.03135962277432439
348,0.03145841746647215
349,0.031557234267328114
350,0.03165609554457438
351,0.03175502200674418
352,0.03185402716993877
353,0.03195312284087277
354,0.032052320927865086
355,0.032151633416567585
356,0.032251072345915566
357,0.032350649785008914
358,0.03245037781020194
359,0.032550268483953856
360,0.032650333833757324
361,0.03275058583274459
362,0.032851036381089306
363,0.03295169728887109
364,0.03305258026009345
365,0.03315369687798896
366,0.033255058591868815
367,0.033356676705298266
368,0.03345856236557068
369,0.033560726554862606
370,0.03366318008247146
371,0.03376593357877383
372,0.03386899749014807
373,0.0339723820756738
374,0.03407609740460753
375,0.0341801533555161
376,0.03428455961584107
377,0.03438932568337568
378,0.0344944608677676
379,0.03459997429345444
380,0.034705874903002566
381,0.03481217146125284
382,0.034918872559573856
383,0.03502598662094698
384,0.03513352190478204
385,0.03524148651219465
386,0.03534988839110358
387,0.035458735341120054
388,0.035568035018249886
389,0.03567779493910599
390,0.03578802248466126
391,0.03589872490329268
392,0.036009909313133574
393,0.03612158270357093
394,0.036233751935941944
395,0.036346423742864745
396,0.03645960472696433
397,0.03657330135798317
398,0.036687519969189675
399,0.03680226675207185
400,0.03691754775018566
401,0.03703337009805307
402,0.0371497457522748
403,0.03726668774145104
404,0.0373842089082681
405,0.037502321896788045
406,0.03762103913885761
407,0.03774037283920969
408,0.0378603349596326
409,0.037980937202037886
410,0.038102190990985677
411,0.03822410745501545
412,0.03834669740775008
413,0.03846997132795858
414,0.038593939339780406
415,0.03871861119203311
416,0.038843996237837665
417,0.03897010341389354
418,0.03909694121999418
419,0.03922451769869747
420,0.03935284041539458
421,0.039481916438841844
422,0.03961175232233872
423,0.03974235408558023
424,0.039873727197655
425,0.04000587656055363
426,0.040138806494351496
427,0.04027252072312636
428,0.04040702236249875
429,0.040542313908310194
430,0.04067839722700903
431,0.04081527354737258
432,0.040952943454037036
433,0.04109140688237977
434,0.04123066311525034
435,0.041370710781421
436,0.04151154785556569
437,0.04165317166000808
438,0.04179557886824296
439,0.041938765509842955
440,0.042082726977248824
441,0.04222745803386649
442,0.04237295282388248
443,0.04251920488309355
444,0.04266620715163653
445,0.04281395198738411
446,0.042962431180824094
447,0.043111635970870615
448,0.04326155706152981
449,0.04341218463933654
450,0.04356350839156784
451,0.0437155177261157
452,0.04386820239390147
453,0.04402155190486796
454,0.044175555346362236
455,0.044330201402510316
456,0.04448547837378118
457,0.04464137419592863
458,0.044797876458949906
459,0.04495497242529733
