l,TT
2,926.7672762690723
3,906.9348524498276
4,868.7648488479597
5,836.3007649813791
6,812.6021099625049
7,796.0907582421
8,785.3604294299779
9,779.232562278948
10,776.5306325940112
11,777.0819051932177
12,780.3959646292891
13,785.0358097984042
14,790.218329175084
15,796.3845998286686
16,804.1542218073981
17,813.2027293939216
18,822.7007749004989
19,833.6584352727908
20,844.6127875884738
21,856.0599346977543
22,867.8077416368952
23,879.5205317108351
24,891.6190438422615
25,904.2687511375169
26,916.9790389096988
27,930.0992534651677
28,943.4149667018168
29,956.922306443986
30,970.8868764430366
31,984.6365375302389
32,998.896799504178
33,1013.1440264418297
34,1027.399237485101
35,1042.3478695379895
36,1057.154187855703
37,1072.1891144851327
38,1087.3983355411692
39,1102.7169912899162
40,1118.1462984383872
41,1133.672410300757
42,1149.3326492662975
43,1165.164130914332
44,1181.2411132377406
45,1197.6527115139668
46,1214.3740865193245
47,1231.3331387009644
48,1248.4329540221804
49,1265.5914753611032
50,1282.7935008601448
51,1300.0466297547755
52,1317.3233835700562
53,1334.596799661986
54,1351.891913529514
55,1369.2486169599408
56,1386.8143957091834
57,1404.6916984330471
58,1422.8305753071259
59,1441.1365056148827
60,1459.5818229196739
61,1478.1666803787182
62,1496.8910870454458
63,1515.7680147389665
64,1534.795577451235
65,1553.9941730555606
66,1573.3991703150514
67,1593.0018282333108
68,1612.778663263869
69,1632.6987622631116
70,1652.7460675456623
71,1672.9056820957296
72,1693.271352187159
73,1713.9305564693457
74,1734.8667755577503
75,1756.0560606369354
76,1777.4355823940555
77,1798.8909895640975
78,1820.4250458764418
79,1842.09994105362
80,1863.9555790414263
81,1886.0314698954921
82,1908.3432650669697
83,1930.8690805504962
84,1953.6093170335812
85,1976.556946592571
86,1999.7091250848468
87,2023.0351739781668
88,2046.516027063211
89,2070.1623316523246
90,2093.977306917868
91,2117.9712685949726
92,2142.145776111761
93,2166.5169139661584
94,2191.0784821278608
95,2215.8465662031026
96,2240.81496738942
97,2265.984915925479
98,2291.3650711321134
99,2316.9343796940652
100,2342.7089308369723
101,2368.6825295417525
102,2394.856409953601
103,2421.2169503309156
104,2447.7653864377826
105,2474.495526476756
106,2501.4011794149587
107,2528.4761549526534
108,2555.706835134716
109,2583.101887707039
110,2610.6476959646766
111,2638.3380720973873
112,2666.174257129748
113,2694.150331994609
114,2722.2614493294664
115,2750.5030298952115
116,2778.8779230189125
117,2807.381549822926
118,2836.001903154881
119,2864.741832569648
120,2893.5967592118545
