l,TT
2,884.9975586842103
3,1732.1179779565061
4,2765.364401572722
5,3993.0420197495982
6,5431.844987832334
7,7095.299642144293
8,8999.567600583932
9,11161.684269437199
10,13594.75575035747
11,16325.288284637398
12,19375.80455299621
13,22739.50399330883
14,26411.102174106953
15,30419.65095959846
16,34811.95247921096
17,39604.12164037224
18,44780.418093743916
19,50418.72711308942
20,56458.20606019887
21,62945.7306278136
22,69886.64121787269
23,77268.98217527052
24,85143.34690941915
25,93547.247057596
26,102451.10622140208
27,111910.5996788277
28,121921.11413402563
29,132500.05624614834
30,143704.94437913236
31,155456.09392005144
32,167882.20762343064
33,180918.9992166568
34,194583.64393777156
35,209027.4679814291
36,224110.75105723427
37,239925.74168448107
38,256482.06355311183
39,273784.4615925317
40,291851.95721405494
41,310699.7160034749
42,330357.08213206864
43,350855.5657543504
44,372240.7170672162
45,394567.5627298592
46,417857.6067229364
47,442114.5366722156
48,467328.936567403
49,493491.5911347764
50,520615.46290152625
51,548722.2632396447
52,577818.9035695913
53,607910.7735797727
54,639026.0332756243
55,671201.8719896205
56,704533.0250001472
57,739101.3519389937
58,774913.6768475417
59,811948.5548273152
60,850216.7627909689
61,889743.9931947126
62,930556.1272112257
63,972687.6316132231
64,1016164.4595936869
65,1061027.9144227393
66,1107331.8374333114
67,1155101.4293877047
68,1204350.5193754728
69,1255085.5396099545
70,1307322.2504381507
71,1361076.1785270614
72,1416452.6099407198
73,1473560.3700033885
74,1532425.057294321
75,1593064.5136620414
76,1655458.5802657302
77,1719532.1727940189
78,1785314.0698990396
79,1852893.2473399872
80,1922342.18182087
81,1993737.3180338407
82,2067133.7270929492
83,2142546.9043886797
84,2220015.7788886116
85,2299571.0890591955
86,2381248.195368112
87,2465048.6233915174
88,2550985.326764762
89,2639107.3103617397
90,2729455.412378333
91,2822080.61576916
92,2917023.5102678263
93,3014345.4213025365
94,3114078.2722171196
95,3216285.9593971693
96,3321001.682456646
97,3428269.5094435695
98,3538145.5158932433
99,3650640.4375438606
100,3765822.4363391567
101,3883725.566943823
102,4004395.8936278117
103,4127854.6953419433
104,4254147.651726516
105,4383307.806983817
106,4515367.729884712
107,4650359.494131934
108,4788300.741158766
109,4929250.072923589
110,5073224.29776264
111,5220253.3124139225
112,5370381.382780001
113,5523638.549558154
114,5680056.508906216
115,5839667.083648755
116,6002517.724269104
117,6168640.2329352
118,6338049.377374924
119,6510792.117232286
120,6686898.9039280685
121,6866399.7115380345
122,7049306.281076731
123,7235664.746999922
124,7425503.555785048
125,7618831.997006348
126,7815695.454455739
127,8016101.495512201
128,8220075.417844795
129,8427661.73616955
130,8638865.302895488
131,8853689.10681001
132,9072196.501979757
133,9294368.395192832
134,9520246.651157614
135,9749830.497669483
136,9983162.085935252
137,10220239.698239425
138,10461082.325661788
139,10705685.26121632
140,10954111.78282548
141,11206332.419383148
142,11462362.31155918
143,11722240.187818753
144,11985931.311794937
145,12253472.520810153
146,12524799.728679627
147,12799921.03350123
148,13078817.598605715
149,13361468.301839367
150,13647849.699321453
151,13937908.854033826
152,14231698.975645501
153,14529191.601487875
154,14830412.271897407
155,15135358.398064753
156,15444084.29654531
157,15756527.31255284
158,16072732.982352482
159,16392656.506476032
160,16716280.495050373
161,17043524.320335347
162,17374365.140841726
163,17708778.479658958
164,18046674.220328923
165,18388054.59540481
166,18732856.133596994
167,19081045.222650956
168,19432586.484803542
169,19787442.75633971
170,20145575.06710838
171,20506907.847403336
172,20871467.59106056
173,21239139.82866451
174,21609876.92430833
175,21983665.7319262
176,22360419.16613878
177,22740083.764614392
178,23122566.409733582
179,23507846.468562745
180,23895864.45042921
181,24286519.869687304
182,24679787.20189915
183,25075600.739150513
184,25473851.98028103
185,25874508.11825809
186,26277453.151805867
187,26682650.14618105
188,27090019.60805821
189,27499437.251980554
190,27910860.443841092
191,28324202.603372127
192,28739330.935138002
193,29156152.656332146
194,29574661.96887741
195,29994718.717948496
196,30416269.711812865
197,30839261.103331782
198,31263638.391055234
