l,EE
2.000000000000000000e+00,2.073075089259750897e-02
3.000000000000000000e+00,2.220282453944589021e-02
4.000000000000000000e+00,1.594860231508050605e-02
5.000000000000000000e+00,8.921410852754921642e-03
6.000000000000000000e+00,4.575908146738576210e-03
7.000000000000000000e+00,2.718850942541146346e-03
8.000000000000000000e+00,2.016536172049396627e-03
9.000000000000000000e+00,1.630884829357326284e-03
1.000000000000000000e+01,1.367243817728738212e-03
1.100000000000000000e+01,1.250821873204497258e-03
1.200000000000000000e+01,1.274387180736414422e-03
1.300000000000000000e+01,1.395066952517262692e-03
1.400000000000000000e+01,1.598506172126357627e-03
1.500000000000000000e+01,1.903774863672936125e-03
1.600000000000000000e+01,2.321765779482038317e-03
1.700000000000000000e+01,2.850871529728509803e-03
1.800000000000000000e+01,3.488130897443827028e-03
1.900000000000000000e+01,4.240058978030876446e-03
2.000000000000000000e+01,5.097935995924870838e-03
2.100000000000000000e+01,6.063060820635842590e-03
2.200000000000000000e+01,7.153493646969381198e-03
2.300000000000000000e+01,8.372036420191826880e-03
2.400000000000000000e+01,9.725969806506385221e-03
2.500000000000000000e+01,1.122483871528286853e-02
2.600000000000000000e+01,1.288445259943226534e-02
2.700000000000000000e+01,1.471878301427941016e-02
2.800000000000000000e+01,1.671980561786772304e-02
2.900000000000000000e+01,1.889207383543997643e-02
3.000000000000000000e+01,2.124585430121551932e-02
3.100000000000000000e+01,2.379255262849989949e-02
3.200000000000000000e+01,2.656888991509399195e-02
3.300000000000000000e+01,2.954427607627908153e-02
3.400000000000000000e+01,3.274440419986138912e-02
3.500000000000000000e+01,3.615016509690437835e-02
3.600000000000000000e+01,3.976562163089376184e-02
3.700000000000000000e+01,4.362305716171465536e-02
3.800000000000000000e+01,4.772512458729261109e-02
3.900000000000000000e+01,5.207511402040610610e-02
4.000000000000000000e+01,5.667909294872050530e-02
4.100000000000000000e+01,6.154328265787160912e-02
4.200000000000000000e+01,6.667400133181082544e-02
4.300000000000000000e+01,7.207742381310744406e-02
4.400000000000000000e+01,7.775757015239863346e-02
4.500000000000000000e+01,8.371563705975007541e-02
4.600000000000000000e+01,8.995098078161439803e-02
4.700000000000000000e+01,9.646733419553987776e-02
4.800000000000000000e+01,1.032626527090764468e-01
4.900000000000000000e+01,1.103341483712837329e-01
5.000000000000000000e+01,1.176901752488253433e-01
5.100000000000000000e+01,1.253388072151599419e-01
5.200000000000000000e+01,1.332825418450191146e-01
5.300000000000000000e+01,1.415191395601444746e-01
5.400000000000000000e+01,1.500471032093437240e-01
5.500000000000000000e+01,1.588664209362934954e-01
5.600000000000000000e+01,1.679713874629918113e-01
5.700000000000000000e+01,1.773602669435532797e-01
5.800000000000000000e+01,1.870345442146700010e-01
5.900000000000000000e+01,1.969964467253338125e-01
6.000000000000000000e+01,2.072407734039825589e-01
6.100000000000000000e+01,2.177624767100024561e-01
6.200000000000000000e+01,2.285571236481832025e-01
6.300000000000000000e+01,2.396211776946786942e-01
6.400000000000000000e+01,2.509503595290497602e-01
6.500000000000000000e+01,2.625426184332986801e-01
6.600000000000000000e+01,2.743895517270200646e-01
6.700000000000000000e+01,2.864840905305311991e-01
6.800000000000000000e+01,2.988165283042057974e-01
6.900000000000000000e+01,3.113793873645750443e-01
7.000000000000000000e+01,3.241659332819873396e-01
7.100000000000000000e+01,3.371719623846711755e-01
7.200000000000000000e+01,3.503937357830911314e-01
7.300000000000000000e+01,3.638263313113809794e-01
7.400000000000000000e+01,3.774588848274080255e-01
7.500000000000000000e+01,3.912797901310004489e-01
7.600000000000000000e+01,4.052753881308670536e-01
7.700000000000000000e+01,4.194356910546304662e-01
7.800000000000000000e+01,4.337494012231977170e-01
7.900000000000000000e+01,4.482059648680321584e-01
8.000000000000000000e+01,4.627948293718981421e-01
8.100000000000000000e+01,4.775050946110446226e-01
8.200000000000000000e+01,4.923259525069865195e-01
8.300000000000000000e+01,5.072447619526587737e-01
8.400000000000000000e+01,5.222496261229186976e-01
8.500000000000000000e+01,5.373279068757393917e-01
8.600000000000000000e+01,5.524692631715580893e-01
8.700000000000000000e+01,5.676606523231879642e-01
8.800000000000000000e+01,5.828898432136085939e-01
8.900000000000000000e+01,5.981446065186537542e-01
9.000000000000000000e+01,6.134082577623154453e-01
9.100000000000000000e+01,6.286679551055186499e-01
9.200000000000000000e+01,6.439091363512994270e-01
9.300000000000000000e+01,6.591173678839611361e-01
9.400000000000000000e+01,6.742804466879355196e-01
9.500000000000000000e+01,6.893832005558347964e-01
9.600000000000000000e+01,7.044119451491476225e-01
9.700000000000000000e+01,7.193522555413126573e-01
9.800000000000000000e+01,7.341889662621621238e-01
9.900000000000000000e+01,7.489083998448498036e-01
1.000000000000000000e+02,7.634991096993489768e-01
1.010000000000000000e+02,7.779466803024321919e-01
1.020000000000000000e+02,7.922292702193542979e-01
1.030000000000000000e+02,8.063473255333236667e-01
1.040000000000000000e+02,8.202715814179444287e-01
1.050000000000000000e+02,8.339950606103178066e-01
1.060000000000000000e+02,8.475033600270236445e-01
1.070000000000000000e+02,8.607895074779683409e-01
1.080000000000000000e+02,8.738316766248502843e-01
1.090000000000000000e+02,8.866229003874314119e-01
1.100000000000000000e+02,8.991413575439179962e-01
1.110000000000000000e+02,9.113800320686302747e-01
1.120000000000000000e+02,9.233316942426280649e-01
1.130000000000000000e+02,9.349742061238849322e-01
1.140000000000000000e+02,9.462928606418995470e-01
1.150000000000000000e+02,9.572878099284750641e-01
1.160000000000000000e+02,9.679443518925767709e-01
1.170000000000000000e+02,9.782403585406640456e-01
1.180000000000000000e+02,9.881759893454127308e-01
1.190000000000000000e+02,9.977365494561215575e-01
1.200000000000000000e+02,1.006914774707251103e+00
1.210000000000000000e+02,1.015695974871019036e+00
1.220000000000000000e+02,1.024072890306582329e+00
1.230000000000000000e+02,1.032038263553744839e+00
1.240000000000000000e+02,1.039577410921981082e+00
1.250000000000000000e+02,1.046690507476282450e+00
1.260000000000000000e+02,1.053362873566255686e+00
1.270000000000000000e+02,1.059594688152601272e+00
1.280000000000000000e+02,1.065371275327194889e+00
1.290000000000000000e+02,1.070692817630610083e+00
1.300000000000000000e+02,1.075544642563080577e+00
1.310000000000000000e+02,1.079927003724450163e+00
1.320000000000000000e+02,1.083840427512428484e+00
1.330000000000000000e+02,1.087270652824525508e+00
1.340000000000000000e+02,1.090233133220782191e+00
1.350000000000000000e+02,1.092706181660473064e+00
1.360000000000000000e+02,1.094697825539321823e+00
