kh,P_k
0.0001,396.85412337946457
0.00512462311557789,14250.51918226438
0.01014924623115578,20803.681994404866
0.015173869346733669,23005.0994507233
0.02019849246231156,22599.08405715922
0.02522311557788945,20780.480578285376
0.03024773869346734,18423.28262359713
0.035272361809045236,16109.873106400131
0.04029698492462312,14149.475239277588
0.04532160804020101,12631.34427856002
0.0503462311557789,11524.346775497977
0.055370854271356795,10712.277449099029
0.06039547738693468,10055.72838131382
0.06542010050251257,9461.438422821479
0.07044472361809047,8860.62336269746
0.07546934673366835,8215.884058326763
0.08049396984924624,7542.433541412294
0.08551859296482413,6883.279015705149
0.09054321608040201,6280.705367339419
0.09556783919597991,5759.668120183358
0.1005924623115578,5330.616722779865
0.10561708542713569,4991.34082532932
0.11064170854271359,4727.293074655017
0.11566633165829147,4514.740580109312
0.12069095477386936,4329.203137623026
0.12571557788944723,4151.320231212696
0.13074020100502512,3969.8245635154904
0.135764824120603,3781.583959860882
0.14078944723618092,3589.771605209569
0.1458140703517588,3401.369060322934
0.1508386934673367,3222.7921742714984
0.15586331658291458,3059.5174059753417
0.16088793969849247,2915.4415252897898
0.16591256281407035,2791.905909060052
0.17093718592964824,2685.1941126174984
0.17596180904522613,2591.653588709908
0.180986432160804,2506.5411009299028
0.18601105527638193,2426.316091955897
0.1910356783919598,2348.4496157031344
0.1960603015075377,2271.5656040883364
0.20108492462311559,2195.5937328660934
0.20610954773869347,2121.041917409241
0.21113417085427136,2049.266708744114
0.21615879396984924,1981.6397380108813
0.22118341708542716,1918.4096506659841
0.22620804020100505,1860.0439242591558
0.23123266331658293,1806.635915288164
0.23625728643216082,1757.1044735039814
0.2412819095477387,1710.8108242935764
0.2463065326633166,1667.3284829588704
0.2513311557788945,1625.8660548906023
0.25635577889447236,1586.01869743877
0.26138040201005025,1547.1895639664594
0.26640502512562814,1509.6032982859435
0.271429648241206,1473.2506910205034
0.2764542713567839,1438.2231960303632
0.28147889447236185,1405.0887802783952
0.28650351758793974,1373.4993619372397
0.2915281407035176,1343.346979396082
0.2965527638190955,1314.4699586310892
0.3015773869346734,1287.4787340895925
0.3066020100502513,1261.6919441933755
0.31162663316582917,1236.8820581223004
0.31665125628140706,1213.0894607952932
0.32167587939698494,1190.1318749639538
0.32670050251256283,1168.0068155734557
0.3317251256281407,1146.2734781916831
0.3367497487437186,1125.5438251714447
0.3417743718592965,1105.6075195809815
0.3467989949748744,1086.105817050897
0.35182361809045226,1067.53890305936
