l,BB
2,0.0017049437575348363
3,0.0008774888223737896
4,0.0004629065705542883
5,0.00024370539722750055
6,0.00012810664870023403
7,6.881606691600759e-05
8,3.962152428177616e-05
9,2.601978165924867e-05
10,2.0145860255530684e-05
11,1.7854343438642592e-05
12,1.7094931644484746e-05
13,1.6902222044929466e-05
14,1.6872954913674765e-05
15,1.686174314188108e-05
16,1.682708711040726e-05
17,1.6766138647794026e-05
18,1.6682284279954957e-05
19,1.6581390560472034e-05
20,1.6468300103218316e-05
21,1.634608978716363e-05
22,1.621685240212769e-05
23,1.608181168972042e-05
24,1.594183043820254e-05
25,1.579752226437367e-05
26,1.564973200757133e-05
27,1.5500431504788668e-05
28,1.5351177668934963e-05
29,1.5202294514441219e-05
30,1.5053778041557933e-05
31,1.4905443216360691e-05
32,1.4757097697628388e-05
33,1.4608569952666903e-05
34,1.445950066179947e-05
35,1.4308775330277215e-05
36,1.4155922796460425e-05
37,1.4002842296429697e-05
38,1.3851080404947711e-05
39,1.3699917600840796e-05
40,1.3548299070927962e-05
41,1.3395559690848761e-05
42,1.3241898045020584e-05
43,1.3087659371513344e-05
44,1.2933132875500412e-05
45,1.2778560601240883e-05
46,1.2624110925908624e-05
47,1.2469794352898216e-05
48,1.2315587786495466e-05
49,1.2161471090450243e-05
50,1.2007426718809038e-05
51,1.1853467167492756e-05
52,1.1699709633225877e-05
53,1.1546279354524004e-05
54,1.1393282585292503e-05
55,1.124080919269208e-05
56,1.108892668778952e-05
57,1.093765980674351e-05
58,1.0787020320258253e-05
59,1.063701648034581e-05
60,1.048765353902215e-05
61,1.0338950782893812e-05
62,1.0190987445072919e-05
63,1.0043846604422195e-05
64,9.897599150917463e-06
65,9.752305252664184e-06
66,9.608011008706994e-06
67,9.46473676649003e-06
68,9.322493763053535e-06
69,9.181289587897803e-06
70,9.041128653435285e-06
71,8.90202758522997e-06
72,8.764057234987274e-06
73,8.627292769495163e-06
74,8.49179903990562e-06
75,8.357631673055156e-06
76,8.224833484445496e-06
77,8.093422600725237e-06
78,7.963408435063224e-06
79,7.834796936593973e-06
80,7.707590983331255e-06
81,7.581794488672412e-06
82,7.457423252711061e-06
83,7.334492802323433e-06
84,7.213014880479723e-06
85,7.0929978389797966e-06
86,6.9744490454731005e-06
87,6.857380989610287e-06
88,6.741804798110003e-06
89,6.627728432392092e-06
90,6.515157004606645e-06
91,6.404097925734745e-06
92,6.294574911433417e-06
93,6.186612262516496e-06
94,6.080230191142985e-06
95,5.975445191437793e-06
96,5.872270377828413e-06
97,5.770715793852293e-06
98,5.670788694814917e-06
99,5.572493805979724e-06
100,5.47583355886691e-06
101,5.3808083075180995e-06
102,5.2874165264432375e-06
103,5.195654991823273e-06
104,5.105518947832253e-06
105,5.01700225859026e-06
106,4.930097547680606e-06
107,4.844796325877418e-06
108,4.761089108263887e-06
109,4.678965521495376e-06
110,4.598414401955621e-06
111,4.51942532635677e-06
112,4.4419928122603506e-06
113,4.366111732174524e-06
114,4.291775927846536e-06
115,4.218978309052071e-06
116,4.147710944536016e-06
117,4.0779651461177996e-06
