l,BB
2,0.001704943073543611
3,0.0008774881416955583
4,0.0004629058902362062
5,0.0002437047189061634
6,0.0001281059710822716
7,6.881539178153837e-05
8,3.9620850275111824e-05
9,2.6019110481927978e-05
10,2.0145190697709174e-05
11,1.7853676909197233e-05
12,1.709426722892552e-05
13,1.6901560711441527e-05
14,1.6872296186687234e-05
15,1.68610874086361e-05
16,1.682643433132943e-05
17,1.6765488780590068e-05
18,1.668163739496746e-05
19,1.658074669731156e-05
20,1.6467659256796814e-05
21,1.6345451946456947e-05
22,1.6216217545605887e-05
23,1.6081179780682766e-05
24,1.5941201424697287e-05
25,1.5796896073103047e-05
26,1.5649108544320354e-05
27,1.5499810647849868e-05
28,1.5350559271077868e-05
29,1.5201678393384507e-05
30,1.5053163989213908e-05
31,1.4904831003359543e-05
32,1.4756487083059091e-05
33,1.4607960692849883e-05
34,1.4458892519680705e-05
35,1.4308168082503835e-05
36,1.4155316237178909e-05
37,1.4002236290126048e-05
38,1.3850474861061034e-05
39,1.3699312369965784e-05
40,1.3547693933985267e-05
41,1.339495439028448e-05
42,1.3241292345659627e-05
43,1.3087053076382838e-05
44,1.2932525820179647e-05
45,1.2777952653017185e-05
46,1.2623501977657447e-05
47,1.2469184306621779e-05
48,1.231497655373793e-05
49,1.2160858591849975e-05
50,1.2006812887048498e-05
51,1.1852851948320231e-05
52,1.1699092987113185e-05
53,1.15456612583999e-05
54,1.1392663031228782e-05
55,1.1240188190766025e-05
56,1.1088304266095739e-05
57,1.0937036015461682e-05
58,1.07863952409174e-05
59,1.0636390214996613e-05
60,1.04870262116742e-05
61,1.0338322537683697e-05
62,1.019035843997903e-05
63,1.0043217012272864e-05
64,9.896969156630358e-06
65,9.751675051836516e-06
66,9.60738080329726e-06
67,9.464106754901724e-06
68,9.321864136636812e-06
69,9.180660530818223e-06
70,9.040500342301551e-06
71,8.901400191152432e-06
72,8.763430934032608e-06
73,8.626667740666098e-06
74,8.491175464159707e-06
75,8.357009730789504e-06
76,8.224213354640602e-06
77,8.092804462806389e-06
78,7.962792467154457e-06
79,7.834183313491983e-06
80,7.706979874898976e-06
81,7.581186053000311e-06
82,7.456817619251243e-06
83,7.333890067408035e-06
84,7.2124151089589556e-06
85,7.092401064658868e-06
86,6.973855276580134e-06
87,6.856790225029731e-06
88,6.74121703070163e-06
89,6.62714364779918e-06
90,6.514575180892934e-06
91,6.403519031166537e-06
92,6.2939988983517984e-06
93,6.186039066820825e-06
94,6.0796597328725045e-06
95,5.974877375493882e-06
96,5.871705095045739e-06
97,5.770152922167054e-06
98,5.670228100267068e-06
99,5.571935344080391e-06
100,5.475277075894945e-06
101,5.380253642023514e-06
102,5.286863510538902e-06
