l,TT
2,1.117094054723341287e+03
3,5.196770647636004696e+02
4,2.910731082079101952e+02
5,1.838058174089406975e+02
6,1.262096251451837503e+02
7,9.213973883255570740e+01
8,7.039491460074530949e+01
9,5.572643152712614523e+01
10,4.537294409801636874e+01
11,3.777505065999875455e+01
12,3.208074643102122536e+01
13,2.765158229634287679e+01
14,2.413750175580512902e+01
15,2.128165217979047696e+01
16,1.896617435609973867e+01
17,1.706338115496768282e+01
18,1.546306511545295415e+01
19,1.411647342802162086e+01
20,1.294932676592500798e+01
21,1.194001457660524501e+01
22,1.106189131155795025e+01
23,1.028835318834638635e+01
24,9.606007962374382814e+00
25,9.002179723878644069e+00
26,8.460890324882672786e+00
27,7.976992492841773696e+00
28,7.541369359772922110e+00
29,7.147218779507134023e+00
30,6.790669526992084926e+00
31,6.463035298721142574e+00
32,6.165698065135285511e+00
33,5.892105967364702046e+00
34,5.639632024845893987e+00
35,5.409050992041600558e+00
36,5.193772184552943649e+00
37,4.994675201571178391e+00
38,4.810542867608238460e+00
39,4.639483422801792045e+00
40,4.479939276181466923e+00
41,4.330541088051564458e+00
42,4.190419316159929686e+00
43,4.058831729016421086e+00
44,3.935229689573023215e+00
45,3.819155597749163800e+00
46,3.709898444726719369e+00
47,3.606863488405655627e+00
48,3.509492645770434738e+00
49,3.417324752003057409e+00
50,3.330109057922113536e+00
51,3.247619839231464134e+00
52,3.169394435806247579e+00
53,3.094979245802857104e+00
54,3.024079423647483278e+00
55,2.956457707173360205e+00
56,2.892124280006254100e+00
57,2.831050564083453569e+00
58,2.772935029601298673e+00
59,2.717426192893277914e+00
60,2.664323738952162124e+00
61,2.613491782676669928e+00
62,2.564806527832923067e+00
63,2.518173692195391222e+00
64,2.473481965817388772e+00
65,2.430660428786085347e+00
66,2.389657635233199962e+00
67,2.350343023440074397e+00
68,2.312572064865960453e+00
69,2.276202890985062677e+00
70,2.241124673500582531e+00
71,2.207244682050361284e+00
72,2.174637024813020680e+00
73,2.143365083568764540e+00
74,2.113364992919328778e+00
75,2.084568609737656342e+00
76,2.056863861590451759e+00
77,2.030067922046479900e+00
78,2.004127450017339829e+00
79,1.979051793571876550e+00
80,1.954826185118801574e+00
