l,EE
2,1.5589103443359973e-06
3,6.236485395199773e-06
4,1.732668524742731e-05
5,3.899376125317028e-05
6,7.644816383222301e-05
7,0.00013594985693677583
8,0.00022481218924059408
9,0.0003514062624640536
10,0.0005251657374975674
11,0.0007565920049947104
12,0.001057259648383813
13,0.0014398221151109176
14,0.0019180175150936792
15,0.002506674463556019
16,0.003221717875893663
17,0.004080174633830012
18,0.0051001790374883196
19,0.006300977953087363
20,0.007702935605735731
21,0.00932753787440738
22,0.011197396144130843
23,0.013336250526371917
24,0.015768972456428974
25,0.018521566686647836
26,0.0216211724535767
27,0.02509606405702928
28,0.02897565054902906
29,0.0332904749473948
30,0.0380722123216825
31,0.04335366753743401
32,0.04916877204805274
33,0.05555258051124995
34,0.06254126605497656
35,0.07017211559788966
36,0.0784835251866379
37,0.08751499343007042
38,0.09730711628317813
39,0.10790158079085498
40,0.11934115904219564
41,0.13166970189377952
42,0.14493213347444472
43,0.15917444502236458
44,0.17444368963157025
45,0.19078797760341645
46,0.20825647206281783
47,0.22689938507223525
48,0.24676797563937639
49,0.26791454675085363
50,0.2903924449902274
51,0.31425606051415805
52,0.339560828260804
53,0.366363230031027
54,0.3947207982698107
55,0.4246921206096257
56,0.456336846080864
57,0.48971569315863045
58,0.5248904552296132
59,0.5619240147746469
60,0.600880351633006
61,0.6418245559876199
62,0.6848228412872034
63,0.7299425589672266
64,0.777252213865834
65,0.8268214802370069
66,0.878721218984446
67,0.9330234954734761
68,0.989801597780369
69,1.0491300557005965
70,1.1110846601280822
71,1.1757424823745366
72,1.2431818933727334
73,1.3134825849174334
74,1.3867255881260387
75,1.4629932932849032
76,1.5423694694774472
77,1.6249392828840514
78,1.710789316155454
79,1.8000075863048148
80,1.8926835615834587
81,1.9889081796318828
82,2.0887738628355326
83,2.1923745353049844
84,2.299805636945623
85,2.4111641388192053
86,2.5265485573040616
87,2.646058967423887
88,2.7697970162506835
89,2.8978659361168657
90,3.030370556346635
91,3.1674173166031556
92,3.309114279464703
93,3.455571142169544
94,3.6068992499194064
95,3.763211609214052
96,3.9246229013739455
97,4.091249496772534
98,4.26320947022018
99,4.4406226169691685
100,4.623610470013118
101,4.812296318589481
102,5.006805227953847
103,5.207264060329249
104,5.413801498378817
105,5.626548069129252
106,5.845636170317365
107,6.071200098239276
108,6.303376077571502
109,6.5423022928776735
110,6.788118921507211
111,7.040968168359993
112,7.300994302997385
113,7.568343696266096
114,7.843164861081305
115,8.12560849180095
116,8.415827504998077
117,8.713977083530114
118,9.020214717144697
119,9.33470024624579
120,9.657595904356594
121,9.989066360446778
122,10.329278760203104
123,10.67840276644305
124,11.036610598285506
125,11.404077067498072
126,11.78097961336017
127,12.167498334909618
128,12.563816019627255
129,12.970118168453357
130,13.386593016842506
131,13.813431552612363
132,14.250827528539814
133,14.698977468594911
134,15.15808067058427
135,15.628339202804753
136,16.109957893492005
137,16.603144315387404
138,17.108108763728715
139,17.625064227138708
140,18.154226350900796
