l,TT
2,9.267685447498151916e+02
3,9.069370214386436828e+02
4,8.687670148016467238e+02
5,8.363027116340397242e+02
6,8.126048141378271339e+02
7,7.960947287602765527e+02
8,7.853643025057978093e+02
9,7.792354497410724434e+02
10,7.765331916075233494e+02
11,7.770851900673291084e+02
12,7.804004727866215489e+02
13,7.850404316256270931e+02
14,7.902219205471233181e+02
15,7.963876482106686581e+02
16,8.041576384180198147e+02
17,8.132068927922941839e+02
18,8.227054641986565002e+02
19,8.336631503054184122e+02
20,8.446170057898898449e+02
21,8.560638184532097057e+02
22,8.678120398549136780e+02
23,8.795254787734988895e+02
24,8.916242560354867237e+02
25,9.042739134332026651e+02
26,9.169840760071062959e+02
27,9.301043271847424876e+02
28,9.434203745841119826e+02
29,9.569280787611295409e+02
30,9.708927888441979803e+02
31,9.846425646208249418e+02
32,9.989031208750213864e+02
33,1.013150597214806794e+03
34,1.027405801849088448e+03
35,1.042354444354474936e+03
36,1.057161088350859700e+03
37,1.072196573419347033e+03
38,1.087406417213079067e+03
39,1.102725628389415078e+03
40,1.118155301257637802e+03
41,1.133681511026078397e+03
42,1.149341679154613075e+03
43,1.165173064585163047e+03
44,1.181250068670400424e+03
45,1.197661950044774812e+03
46,1.214383956076106642e+03
47,1.231343846749380873e+03
48,1.248444510800206672e+03
49,1.265603693876209718e+03
50,1.282805996886437242e+03
51,1.300058895462779901e+03
52,1.317335082054499253e+03
53,1.334607838571464072e+03
54,1.351902445063408322e+03
55,1.369259037865261007e+03
56,1.386825271952962794e+03
57,1.404703463901546456e+03
58,1.422843456478061398e+03
59,1.441150521553935732e+03
60,1.459596785276914716e+03
61,1.478182241129276690e+03
62,1.496906929463113102e+03
63,1.515783901136695476e+03
64,1.534811349177226930e+03
65,1.554009750489272619e+03
66,1.573414549308895630e+03
67,1.593017065891561742e+03
68,1.612793874384236233e+03
69,1.632714119332511700e+03
70,1.652761800735946508e+03
71,1.672922049468444129e+03
72,1.693288520525473814e+03
73,1.713948571482786974e+03
74,1.734885561877873670e+03
75,1.756075421813013918e+03
76,1.777455237196154712e+03
77,1.798910717208260849e+03
78,1.820444722327862337e+03
79,1.842119539022520485e+03
80,1.863975167979027447e+03
81,1.886051191165512364e+03
82,1.908363232643549736e+03
83,1.930889356189940827e+03
84,1.953629910270800792e+03
85,1.976577814737677727e+03
86,1.999730185411310231e+03
87,2.023056352485312345e+03
88,2.046537270664758580e+03
89,2.070183608173745142e+03
90,2.093998605093967399e+03
91,2.117992594244263728e+03
92,2.142167136840756484e+03
93,2.166538315344248986e+03
94,2.191099927685922466e+03
95,2.215868057432382557e+03
96,2.240836503740717035e+03
97,2.266006494808624666e+03
98,2.291386687915770381e+03
99,2.316956027705842644e+03
100,2.342730601363873120e+03
101,2.368704211830949134e+03
102,2.394878091213562129e+03
103,2.421238615732873768e+03
104,2.447787019117559339e+03
105,2.474517107536938511e+03
106,2.501422687927438346e+03
107,2.528497567961533150e+03
108,2.555728127659574966e+03
109,2.583123032746568697e+03
110,2.610668664500686191e+03
111,2.638358833099173808e+03
112,2.666194777558834176e+03
113,2.694170577304304516e+03
114,2.722281385448144647e+03
115,2.750522623726594702e+03
116,2.778897142448269733e+03
117,2.807400363723623286e+03
118,2.836020281395287384e+03
119,2.864759746020390139e+03
120,2.893614179753417375e+03
121,2.922579004632951637e+03
122,2.951642214171570231e+03
123,2.980806658351170427e+03
124,3.010067758521927772e+03
125,3.039413507357831350e+03
126,3.068846753869391705e+03
127,3.098355489971611405e+03
128,3.127935135511181215e+03
129,3.157588538250864985e+03
130,3.187303688811395205e+03
131,3.217068577373187509e+03
132,3.246893478737034911e+03
133,3.276758953891188867e+03
134,3.306667848490819324e+03
135,3.336608222694414508e+03
136,3.366583279263296845e+03
137,3.396581435561153285e+03
138,3.426598537115663021e+03
139,3.456623000987786327e+03
140,3.486665529249910833e+03
141,3.516707110618102433e+03
142,3.546743590643850439e+03
143,3.576778243459680198e+03
144,3.606792058478908984e+03
145,3.636788310602045385e+03
146,3.666740561873290517e+03
147,3.696644660043055410e+03
148,3.726489025279377984e+03
149,3.756262078631365057e+03
150,3.785952242142273917e+03
151,3.815540510611313948e+03
152,3.845037593455057504e+03
153,3.874431916363053006e+03
154,3.903726763152789317e+03
155,3.932917990818188173e+03
156,3.962016314674308433e+03
157,3.991002329782248125e+03
158,4.019884712147740174e+03
159,4.048649446027804061e+03
160,4.077289945959112174e+03
161,4.105784771764579091e+03
162,4.134127342002771002e+03
163,4.162311077306494553e+03
164,4.190314543711782790e+03
165,4.218138594428822216e+03
166,4.245769228100431974e+03
167,4.273199873852562632e+03
168,4.300423962933852636e+03
169,4.327434928695627605e+03
170,4.354226206562303560e+03
171,4.380783805642226980e+03
172,4.407116022080847870e+03
173,4.433201440552648819e+03
174,4.459033504298382468e+03
175,4.484613086703168847e+03
