k,rel_diff
0.0001,-1.1475492451618052e-05
0.010149748743718592,0.0008075781732597154
0.020199497487437185,0.00034156480309555093
0.03024924623115578,4.1855833332604675e-07
0.04029899497487437,-0.00022146785454890683
0.050348743718592964,-0.0003687933434517454
0.06039849246231156,-0.0004734030620845431
0.07044824120603015,-0.0005508167871018932
0.08049798994974874,-0.0005975968089971806
0.09054773869346734,-0.0006396748242002426
0.10059748743718593,-0.000675290464599243
0.11064723618090452,-0.0007050326521098604
0.12069698492462312,-0.0007270563048498158
0.1307467336683417,-0.0007408977319124377
0.14079648241206028,-0.000750503697752869
0.1508462311557789,-0.0007644768547575564
0.16089597989949747,-0.0007758020435157942
0.17094572864321605,-0.0007878840240111984
0.18099547738693467,-0.0007972051929201474
0.19104522613065325,-0.0008026939755398921
0.20109497487437183,-0.0008050974294385727
0.21114472361809045,-0.0008087073420540714
0.22119447236180903,-0.000814318863944341
0.23124422110552761,-0.0008208860269074414
0.24129396984924623,-0.0008265770461041155
0.2513437185929648,-0.00082999613188528
0.2613934673366834,-0.0008310449819290966
0.271443216080402,-0.0008318081792768606
0.28149296482412056,-0.0008340190696202177
0.2915427135678392,-0.0008371648096519024
0.3015924623115578,-0.0008411262572142197
0.31164221105527634,-0.0008431432977562547
0.32169195979899495,-0.000844379330973366
0.33174170854271356,-0.000844500532704684
0.3417914572864321,-0.0008453522988420836
0.35184120603015073,-0.000846592094787213
0.36189095477386934,-0.0008487657785379854
0.3719407035175879,-0.0008505666563773939
0.3819904522613065,-0.00085139121517952
0.3920402010050251,-0.0008520252362004266
0.4020899497487437,-0.0008524266711424922
0.4121396984924623,-0.0008531757641450088
0.4221894472361809,-0.0008542892055013462
0.43223919597989946,-0.0008552801690339118
0.44228894472361807,-0.0008560726394918339
0.4523386934673367,-0.0008567759549821252
0.46238844221105524,-0.0008571225388440684
0.47243819095477385,-0.000857504006837817
0.48248793969849246,-0.0008580971765641543
0.492537688442211,-0.0008587450166904764
0.5025874371859296,-0.0008592750002943683
0.5126371859296482,-0.0008597327503440111
0.5226869346733668,-0.0008602094362777368
0.5327366834170854,-0.0008605091634056317
0.542786432160804,-0.000860833762759361
0.5528361809045226,-0.0008611808864259496
0.5628859296482411,-0.0008615487188537996
0.5729356783919598,-0.000861946047339579
0.5829854271356784,-0.000862230215593951
0.5930351758793969,-0.0008624575896800657
0.6030849246231156,-0.0008627024084832957
0.6131346733668341,-0.0008629571011292692
0.6231844221105527,-0.0008632266404353661
0.6332341708542714,-0.000863516052191371
0.6432839195979899,-0.0008637638535514691
0.6533336683417085,-0.0008639944678415779
0.6633834170854271,-0.0008642411660649829
0.6734331658291457,-0.0008644625175466825
0.6834829145728643,-0.0008646382378857398
0.6935326633165829,-0.0008648255627604629
0.7035824120603015,-0.0008650240271098619
0.71363216080402,-0.0008651721029667714
0.7236819095477387,-0.0008653293975485754
0.7337316582914573,-0.0008654967994061735
0.7437814070351758,-0.0008656501554746843
0.7538311557788945,-0.0008657819597772676
0.763880904522613,-0.0008659216966765415
0.7739306532663316,-0.0008660701045222208
0.7839804020100503,-0.0008661943485517298
0.7940301507537688,-0.0008663111046565142
0.8040798994974874,-0.0008664346062977613
0.814129648241206,-0.0008665654554460556
0.8241793969849246,-0.0008666720424457264
0.8342291457286432,-0.0008667738827810023
0.8442788944723618,-0.0008668813364623995
0.8543286432160804,-0.0008669948807461525
0.8643783919597989,-0.0008670913233107536
0.8744281407035176,-0.0008671774260040621
0.8844778894472362,-0.0008672680327080906
0.8945276381909547,-0.0008673635063198848
0.9045773869346734,-0.0008674554239650467
0.9146271356783919,-0.000867525534943514
0.9246768844221105,-0.0008675991101917413
0.9347266331658292,-0.0008676764129745829
0.9447763819095477,-0.000867757733925556
0.9548261306532663,-0.0008678221625301186
0.9648758793969849,-0.0008678791960619048
0.9749256281407035,-0.0008679389436488938
0.984975376884422,-0.0008680016037437843
0.9950251256281406,-0.0008680673946297457
1.0050748743718592,-0.0008681146662291583
1.015124623115578,-0.0008681604560399903
1.0251743718592965,-0.0008682083315773026
1.035224120603015,-0.0008682584386697778
1.0452738693467336,-0.0008683109370651865
1.0553236180904522,-0.0008683520358563346
1.0653733668341707,-0.0008683913861522452
1.0754231155778895,-0.0008684324422782996
1.085472864321608,-0.0008684753176131377
1.0955226130653266,-0.0008685201358106243
1.1055723618090452,-0.0008685616114584294
1.1156221105527637,-0.0008685989496026725
1.1256718592964823,-0.0008686378201377964
1.135721608040201,-0.0008686783193759817
1.1457713567839196,-0.0008687205518737029
1.1558211055276382,-0.0008687646313323416
1.1658708542713567,-0.0008688042672776453
1.1759206030150753,-0.0008688446903223346
1.1859703517587938,-0.0008688867075385964
1.1960201005025126,-0.0008689304151277
1.2060698492462312,-0.0008689759171903733
1.2161195979899497,-0.0008690231550418925
1.2261693467336683,-0.0008690644407814974
1.2362190954773868,-0.0008691072528057564
1.2462688442211054,-0.0008691516773465802
1.2563185929648242,-0.000869197807255695
1.2663683417085427,-0.0008692457426530131
1.2764180904522613,-0.00086929559165283
1.2864678391959798,-0.0008693360241956993
1.2965175879396984,-0.0008693758205237101
1.306567336683417,-0.0008694170404667245
1.3166170854271355,-0.0008694597618055244
1.3266668341708543,-0.0008695040680914978
1.3367165829145728,-0.00086955004919409
1.3467663316582914,-0.0008695916723941988
1.35681608040201,-0.0008696236873342311
1.3668658291457285,-0.0008696567845456471
1.376915577889447,-0.0008696910198516816
1.3869653266331659,-0.0008697264529818893
1.3970150753768844,-0.0008697631479196444
1.407064824120603,-0.000869801173288276
1.4171145728643215,-0.0008698303630032544
1.42716432160804,-0.0008698516840863757
1.4372140703517586,-0.0008698736942437391
1.4472638190954774,-0.0008698964274297394
1.457313567839196,-0.000869919919866069
1.4673633165829145,-0.0008699442102352295
1.477413065326633,-0.0008699693398929176
1.4874628140703516,-0.0008699894423630505
1.4975125628140702,-0.0008700001047783346
1.507562311557789,-0.0008700110947912343
1.5176120603015075,-0.0008700224277350399
1.527661809045226,-0.0008700341199151529
1.5377115577889446,-0.0008700461886878008
1.5477613065326632,-0.0008700586525449694
1.5578110552763818,-0.0008700715312099927
1.5678608040201005,-0.0008700780518843265
1.577910552763819,-0.0008700834509314248
1.5879603015075376,-0.0008700890091926095
1.5980100502512562,-0.0008700947338160514
1.6080597989949748,-0.0008701006323839078
1.6181095477386933,-0.0008701067129469608
1.628159296482412,-0.0008701129840599231
1.6382090452261306,-0.0008701194548224045
1.6482587939698492,-0.000870124425849772
1.6583085427135678,-0.0008701293894576301
1.6683582914572863,-0.0008701344927100063
1.6784080402010049,-0.0008701397415837864
1.6884577889447236,-0.0008701451424026896
1.6985075376884422,-0.0008701507018611387
1.7085572864321608,-0.0008701564270529039
1.7186070351758793,-0.0008701623255010782
1.7286567839195979,-0.000870169831829859
1.7387065326633164,-0.0008701785038679466
1.7487562814070352,-0.000870187407388312
1.7588060301507538,-0.0008701965517849963
1.7688557788944723,-0.0008702059469669621
1.7789055276381909,-0.0008702156033942865
1.7889552763819094,-0.0008702255321171304
1.799005025125628,-0.0008702357448173714
1.8090547738693468,-0.0008702462538551226
1.8191045226130653,-0.0008702590599040105
1.8291542713567839,-0.000870272536062977
1.8392040201005024,-0.0008702863561657059
1.849253768844221,-0.0008703005335496394
