l,BB
2,0.0017051153516061993
3,0.0008776604419360245
4,0.00046307821994286873
5,0.0002438770852787186
6,0.00012827838120943423
7,6.89878526188042e-05
8,3.9793368632241936e-05
9,2.6191692993390974e-05
10,2.0317843808294276e-05
11,1.8026406853248808e-05
12,1.72670800166273e-05
13,1.7074462110746454e-05
14,1.7045291707396408e-05
15,1.703418228891824e-05
16,1.699963352467839e-05
17,1.693879694377773e-05
18,1.6855058877753842e-05
19,1.6754285532754774e-05
20,1.664131915635677e-05
21,1.6519236286477698e-05
22,1.6390129368663545e-05
23,1.625522178961724e-05
24,1.6115375977728355e-05
25,1.5971205187546282e-05
26,1.5823553894134468e-05
27,1.567439356515455e-05
28,1.5525280746793283e-05
29,1.5376539088409163e-05
30,1.5228164234224089e-05
31,1.507997080660482e-05
32,1.493176613621636e-05
33,1.4783378387598793e-05
34,1.463444795194787e-05
35,1.44838600603873e-05
36,1.4331143304035595e-05
37,1.417819673012141e-05
38,1.4026566712969002e-05
39,1.3875533442266627e-05
40,1.3724041821447614e-05
41,1.3571426488120796e-05
42,1.3417885869922667e-05
43,1.3263765076587183e-05
44,1.3109353199056993e-05
45,1.2954892182554628e-05
46,1.280055031707702e-05
47,1.2646338020701706e-05
48,1.2492232128712377e-05
49,1.2338212455072018e-05
50,1.2184261423314966e-05
51,1.203039151771578e-05
52,1.1876719942175704e-05
53,1.1723371959781853e-05
54,1.1570453865688253e-05
55,1.1418055584151266e-05
56,1.1266244700300599e-05
57,1.1115046045673733e-05
58,1.0964471499438483e-05
59,1.0814529434270676e-05
60,1.0665225233152664e-05
61,1.0516578322872817e-05
62,1.0368668083377976e-05
63,1.0221577748209348e-05
64,1.0075378369528728e-05
65,9.930130284103221e-06
66,9.785879762741043e-06
67,9.64264732002685e-06
68,9.500444362795755e-06
69,9.359278654511732e-06
70,9.219154784660027e-06
71,9.08008956044645e-06
72,8.942154025767542e-06
73,8.80542354096601e-06
74,8.66996314848733e-06
75,8.535828663568584e-06
76,8.403063087570379e-06
77,8.271684732468013e-06
78,8.141703192555016e-06
79,8.013124592385538e-06
80,7.885951979208349e-06
81,7.76018942499549e-06
82,7.63585286543578e-06
83,7.512957953927655e-06
84,7.391516554826834e-06
85,7.271537135907627e-06
86,7.153027179235652e-06
87,7.035999298711603e-06
88,6.920464741419044e-06
89,6.806431581064508e-06
90,6.6939050340923205e-06
91,6.582892606575495e-06
92,6.473418096166024e-06
93,6.36550587757449e-06
94,6.259176230551808e-06
95,6.15444571078629e-06
96,6.051327488546975e-06
97,5.949831657796314e-06
98,5.849965519226301e-06
99,5.75173383881336e-06
100,5.655139084508929e-06
101,5.560181642907205e-06
102,5.466860017596604e-06
103,5.375171010761806e-06
104,5.285109889941627e-06
105,5.1966705403645e-06
106,5.109845604872611e-06
107,5.024626612031479e-06
108,4.941004093624768e-06
109,4.858967692271559e-06
110,4.778506259906023e-06
111,4.699609388405427e-06
112,4.622271609616411e-06
113,4.546487810572324e-06
114,4.4722518483320074e-06
115,4.399556648927003e-06
116,4.32839429844257e-06
117,4.258756127288524e-06
118,4.190632786664434e-06
119,4.124014319395323e-06
120,4.058890224603912e-06
121,3.995249517018079e-06
122,3.933080781187863e-06
123,3.872372221108807e-06
124,3.813111705571032e-06
125,3.7552868093528004e-06
126,3.6988848508834687e-06
127,3.6438929264957675e-06
128,3.5902979414456797e-06
129,3.5380866380109967e-06
130,3.4872456208994123e-06
131,3.4377600494850726e-06
132,3.3896098260203483e-06
133,3.3427738748229678e-06
134,3.297231505323543e-06
135,3.252962402536134e-06
136,3.2099466172168065e-06
137,3.1681645561094093e-06
138,3.1275969721093544e-06
139,3.0882249543736466e-06
140,3.0500299183924705e-06
141,3.0129935963563923e-06
142,2.97709802770113e-06
143,2.942325549212485e-06
144,2.9086587863538476e-06
145,2.8760806439462875e-06
146,2.844574297477812e-06
147,2.8141231847226505e-06
148,2.784710997626434e-06
149,2.756321674450315e-06
150,2.7289393923148095e-06
151,2.7025468299189743e-06
152,2.677120150800184e-06
153,2.6526344926521866e-06
154,2.6290657127495476e-06
155,2.606390357976933e-06
156,2.5845856364692226e-06
157,2.5636293909308837e-06
158,2.5435000734839773e-06
159,2.5241767218090025e-06
160,2.505638936755611e-06
161,2.487866861295361e-06
162,2.470841160549197e-06
163,2.4545430031782888e-06
164,2.4389540438093007e-06
165,2.4240564065058666e-06
166,2.4098326691969873e-06
167,2.396265849149511e-06
168,2.3833393892147383e-06
169,2.3710371449058275e-06
170,2.359343372282483e-06
171,2.3482427165087985e-06
172,2.337720201052827e-06
173,2.3277612175827402e-06
174,2.3183515162806097e-06
175,2.3094771967474756e-06
176,2.3011232568603055e-06
177,2.293269386704624e-06
178,2.2858945078030674e-06
179,2.2789782253147983e-06
180,2.2725008056378574e-06
181,2.2664431548333564e-06
182,2.260786797935902e-06
183,2.2555138590954105e-06
184,2.250607042460535e-06
185,2.246049613659699e-06
186,2.2418253820981155e-06
187,2.237918683682442e-06
188,2.2343143641832623e-06
189,2.230997763089157e-06
190,2.2279546979460206e-06
191,2.225171449151594e-06
192,2.2226347450916852e-06
193,2.220331747797632e-06
194,2.2182500388819127e-06
195,2.2163776058199317e-06
196,2.21470282863959e-06
197,2.213214466837462e-06
198,2.2119016466883237e-06
199,2.210753848779238e-06
200,2.2097608959163047e-06
201,2.2089129312539e-06
202,2.2082003776202647e-06
203,2.207613957504175e-06
204,2.2071446921309436e-06
205,2.206783890655903e-06
206,2.206523139657728e-06
207,2.2063542929335374e-06
208,2.2062694615695763e-06
209,2.2062610043039382e-06
210,2.206321518240659e-06
211,2.206443829819995e-06
212,2.206620986127377e-06
213,2.206846246534818e-06
214,2.2071130746000163e-06
215,2.2074151303871676e-06
216,2.2077462630655085e-06
217,2.208100503808554e-06
218,2.2084720590807185e-06
219,2.208855304274935e-06
220,2.209244777609935e-06
221,2.209635174422577e-06
222,2.2100213417836218e-06
223,2.2103982734284784e-06
224,2.210761105033251e-06
225,2.211105109804442e-06
