l,BB
2,0.0017033546080015088
3,0.0008758994645549085
4,0.0004613169351323477
5,0.00024211541679658227
6,0.00012651625627889746
7,6.722519751348889e-05
8,3.80301136837948e-05
9,2.442776803286279e-05
10,1.8553182978059232e-05
11,1.626094453236719e-05
12,1.550075481661412e-05
13,1.5307213806012636e-05
14,1.527706396301165e-05
15,1.5264921034505982e-05
16,1.5229288079392448e-05
17,1.5167319815277221e-05
18,1.5082405781529999e-05
19,1.4980415597364285e-05
20,1.4866195007961901e-05
21,1.4742824093956497e-05
22,1.4612398886692284e-05
23,1.4476146398159349e-05
24,1.4334932704009614e-05
25,1.4189374706012767e-05
26,1.4040320520181078e-05
27,1.3889745230584676e-05
28,1.3739208962334324e-05
29,1.3589038882570654e-05
30,1.3439234087584096e-05
31,1.3289612562201963e-05
32,1.3139984901370967e-05
33,1.2990182405390132e-05
34,1.2839848487607698e-05
35,1.2687871270035323e-05
36,1.2533782071728425e-05
37,1.2379482496725058e-05
38,1.2226521334579674e-05
39,1.2074181106787143e-05
40,1.1921408884890672e-05
41,1.1767541278017988e-05
42,1.1612778450589239e-05
43,1.1457467058810055e-05
44,1.1301897556695308e-05
45,1.114631306460134e-05
46,1.0990882863081309e-05
47,1.0835618186430489e-05
48,1.0680496495073557e-05
49,1.0525498045033188e-05
50,1.0370605516554563e-05
51,1.021583146983985e-05
52,1.0061293007988204e-05
53,9.907115123891435e-06
54,9.753403677799038e-06
55,9.600248002219343e-06
56,9.447714938623942e-06
57,9.295828424178604e-06
58,9.14459931850434e-06
59,8.99403484158065e-06
60,8.844139111065888e-06
61,8.694930182368402e-06
62,8.546485970008583e-06
63,8.398888155122067e-06
64,8.252206159869141e-06
65,8.106498624057388e-06
66,7.961810066000851e-06
67,7.818159207329713e-06
68,7.675555625196257e-06
69,7.534005224085943e-06
70,7.393510714554597e-06
71,7.254087012615915e-06
72,7.115803262965394e-06
73,6.978732931267674e-06
74,6.842939182088142e-06
75,6.708475976526433e-06
76,6.5753844915158765e-06
77,6.443681249656704e-06
78,6.313374098386594e-06
79,6.184467464494734e-06
80,6.056962752203625e-06
81,5.930862451546044e-06
82,5.8061809914124735e-06
83,5.682932584740109e-06
84,5.561127722172022e-06
85,5.4407735659957594e-06
86,5.321876359394964e-06
87,5.2044475362609405e-06
88,5.088497233318657e-06
89,4.974032486425444e-06
90,4.861057546571767e-06
91,4.7495790260631134e-06
92,4.639619901972442e-06
93,4.531203796345088e-06
94,4.424350300259411e-06
95,4.3190753419164525e-06
96,4.215391522179105e-06
97,4.1133084205845126e-06
98,4.012832874552689e-06
99,3.913969234245638e-06
100,3.816719595291063e-06
101,3.7210840113698776e-06
102,3.627060688474068e-06
103,3.534646162468865e-06
104,3.4438354614381635e-06
105,3.3546222541529116e-06
