l,TT
2,1.2476101874030713e-10
3,1.2209131111428728e-10
4,1.1695288799846866e-10
5,1.1258256321907272e-10
6,1.0939236664800871e-10
7,1.0716978897976392e-10
8,1.05725265513133e-10
9,1.0490020307551768e-10
10,1.045364267264489e-10
11,1.0461073642392254e-10
12,1.0505703777048229e-10
13,1.0568166621190581e-10
14,1.0637919510420545e-10
15,1.0720922161830867e-10
16,1.0825521298191612e-10
17,1.0947341811087787e-10
18,1.1075211002586429e-10
19,1.1222722707581248e-10
20,1.1370182844971397e-10
21,1.1524279141969775e-10
22,1.1682432985102092e-10
23,1.184011858855873e-10
24,1.2002991593395676e-10
25,1.217328051316916e-10
26,1.234438394995048e-10
27,1.2521007974613777e-10
28,1.270026779612488e-10
29,1.2882107689538866e-10
30,1.307009976870972e-10
31,1.3255198415298538e-10
32,1.3447173157660698e-10
33,1.36389718190093e-10
34,1.3830874518189128e-10
35,1.4032112235882725e-10
36,1.4231438378270596e-10
37,1.4433845165275384e-10
38,1.4638599158851982e-10
39,1.4844825449492168e-10
40,1.505253876872106e-10
41,1.5261551661838757e-10
42,1.5472367894265797e-10
43,1.5685489043615882e-10
44,1.5901916696380876e-10
45,1.6122852446877754e-10
46,1.6347963076675155e-10
47,1.6576276095077514e-10
48,1.6806484196140412e-10
49,1.7037480076766839e-10
50,1.7269056435329462e-10
51,1.7501313908330857e-10
52,1.7733884883181152e-10
53,1.7966409682573384e-10
54,1.819922862500201e-10
55,1.843288202337068e-10
56,1.866935759999958e-10
57,1.8910032734408916e-10
58,1.915423221297436e-10
59,1.9400680811381178e-10
60,1.9649003293522876e-10
61,1.989919957165828e-10
62,2.0151270189004795e-10
63,2.0405390835423996e-10
64,2.0661537185557814e-10
65,2.0919984898252107e-10
66,2.11812111216605e-10
67,2.144509900958913e-10
68,2.1711333204626912e-10
69,2.1979498332520222e-10
70,2.2249379002234667e-10
71,2.252077504649763e-10
72,2.2794947243171172e-10
73,2.3073071594635523e-10
74,2.3354924087994823e-10
75,2.3640180695747536e-10
76,2.392799447220673e-10
77,2.421682684130653e-10
78,2.450671631063522e-10
79,2.4798501376836944e-10
80,2.509272052672836e-10
81,2.5389906610360927e-10
82,2.569026995790283e-10
83,2.5993515265249385e-10
84,2.6299647223430274e-10
85,2.660857051991696e-10
86,2.692024632806336e-10
87,2.723426177279824e-10
88,2.7550360467517787e-10
89,2.7868686027206986e-10
90,2.8189282069648876e-10
91,2.851228769462323e-10
92,2.883772391912668e-10
93,2.9165807244270006e-10
94,2.9496454178179366e-10
95,2.9829881236851786e-10
96,3.0166004944916496e-10
97,3.050484183629635e-10
98,3.0846508454764506e-10
99,3.1190721354392825e-10
100,3.153769709988935e-10
101,3.18873522668233e-10
102,3.223970344173745e-10
103,3.2594567222148333e-10
104,3.2951960216436475e-10
105,3.331179904362935e-10
106,3.36740003330812e-10
107,3.403848072405489e-10
108,3.4405056865211423e-10
109,3.4773845414014624e-10
110,3.514466303605819e-10
111,3.551742640432408e-10
112,3.589215219838125e-10
113,3.626876071580368e-10
114,3.664718670808696e-10
115,3.7027368542922364e-10
116,3.740934459099138e-10
117,3.779305322502292e-10
118,3.8178332818855536e-10
119,3.8565221746516196e-10
120,3.895365838132656e-10
121,3.934358109504801e-10
122,3.973482825707593e-10
123,4.012743823369355e-10
124,4.052134938739497e-10
125,4.091640007628654e-10
126,4.131262865357475e-10
127,4.170987346714853e-10
128,4.2108072859262136e-10
129,4.2507265166324983e-10
130,4.290728871880261e-10
131,4.3307981841233015e-10
132,4.370948285236059e-10
133,4.411153006538954e-10
134,4.451416178835697e-10
135,4.4917217287841463e-10
136,4.5320739679221465e-10
137,4.572457303775025e-10
138,4.612866143617371e-10
139,4.653284894566982e-10
140,4.693727963688722e-10
141,4.734169758107599e-10
142,4.774604685130255e-10
143,4.815037152374015e-10
144,4.855441567902522e-10
145,4.895822340366955e-10
146,4.936143879151755e-10
147,4.976400594523738e-10
148,5.016576897783432e-10
149,5.056657201417455e-10
