l,EE
2,0.020728991975166887
3,0.022199308634047846
4,0.015942743959367373
5,0.008912623210942746
6,0.004563602560700956
7,0.0027024395828058783
8,0.0019954312495828333
9,0.0016044952141076728
10,0.0013349790628072965
11,0.001212083693778524
12,0.0012285803483197816
13,0.0013416148790028122
14,0.001536799928139283
15,0.0018332021153424358
16,0.002241745015838254
17,0.0027608077341740923
18,0.0033874098504341104
19,0.00412807829773927
20,0.004974105497306638
21,0.005926772646207895
22,0.007004124895055064
23,0.008208989156484187
24,0.009548666478699657
25,0.01103266332476505
26,0.012676758794619868
27,0.014494984711419209
28,0.0164793697608792
29,0.018634400130566997
30,0.020970268709365247
31,0.023498400818759972
32,0.026255566338938347
33,0.029211245937653747
34,0.0323911850847681
35,0.03577623056966119
36,0.039370381522175486
37,0.0432058740823088
38,0.0472853366054321
39,0.05161210776721367
40,0.05619232231685924
41,0.06103225610499523
42,0.06613822940341331
43,0.07151640645131581
44,0.07717079726633252
45,0.08310258909299834
46,0.08931113394034082
47,0.0958001796687535
48,0.10256770187749019
49,0.10961093333077966
50,0.11693824931822569
51,0.12455774315699596
52,0.13247192326436366
53,0.1406785590750158
54,0.14917616285866447
55,0.1579647325550717
56,0.16703857414762466
57,0.17639596785511058
58,0.18603841596024184
59,0.19596816358075583
60,0.20618002748413997
61,0.2166689778823771
62,0.22743059876543295
63,0.23846137040279353
64,0.24975703022891993
65,0.2613155441833483
66,0.2731285258008741
67,0.2851889210582303
68,0.2974870377025339
69,0.310015411985977
70,0.32276732299577693
71,0.3357385803754254
72,0.34892545913818795
73,0.3623230506784797
74,0.3759205037105158
75,0.3897062241134864
76,0.40366656385525
77,0.4177915446187386
78,0.43206987701057736
79,0.44649101447241646
80,0.4610444104459064
81,0.4757191697596181
82,0.4905044884598561
83,0.5053877283097957
84,0.5203569939076376
85,0.5353996470165568
86,0.5505053448188488
87,0.5656610408128897
88,0.5808544982461255
89,0.5960734803660018
90,0.6113012934098149
91,0.6265250843739598
92,0.641730278085654
93,0.656902425956088
94,0.6720293079015286
95,0.6870957324981422
96,0.7020879939921446
97,0.7169916437947274
98,0.7317914904820567
99,0.7464738283003489
100,0.7610271800008951
101,0.7754370969948868
102,0.7896817023432651
103,0.8037614041577212
104,0.8176468971489467
105,0.8313311610783823
106,0.84479974735722
107,0.8580456357469005
108,0.8710469493083653
