z,d_A
0.0,0.0
0.04040404040404041,170.80848316104803
0.08080808080808081,325.5864777061477
0.12121212121212122,466.0193843602776
0.16161616161616163,593.5725866479069
0.20202020202020204,709.5276932741053
0.24242424242424243,815.011562978054
0.2828282828282829,911.0197438701836
0.32323232323232326,998.4355576108751
0.36363636363636365,1078.0457631481752
0.4040404040404041,1150.5535150514243
0.4444444444444445,1216.5891668881063
0.48484848484848486,1276.7193458933327
0.5252525252525253,1331.454630881517
0.5656565656565657,1381.2560933623922
0.6060606060606061,1426.540906603471
0.6464646464646465,1467.6871848343926
0.686868686868687,1505.038181867376
0.7272727272727273,1538.905952827136
0.7676767676767677,1569.5745627198962
0.8080808080808082,1597.3029099198338
0.8484848484848485,1622.3272203201407
0.888888888888889,1644.8632581290224
0.9292929292929294,1665.1082915104212
0.9696969696969697,1683.2428450329273
1.0101010101010102,1699.4322658588926
1.0505050505050506,1713.8281265184144
1.090909090909091,1726.5694837689953
1.1313131313131315,1737.7840102861264
1.1717171717171717,1747.589013642932
1.2121212121212122,1756.0923551250905
1.2525252525252526,1763.3932793179572
1.292929292929293,1769.5831640391502
1.3333333333333335,1774.7461990272393
1.373737373737374,1778.9600008000161
1.4141414141414144,1782.2961702361338
1.4545454545454546,1784.8207986889322
1.494949494949495,1786.5949277929892
1.5353535353535355,1787.6749675573951
1.575757575757576,1788.1130768430164
1.6161616161616164,1787.9575098839682
1.6565656565656568,1787.252932128028
1.696969696969697,1786.0407083297002
1.7373737373737375,1784.359165527477
1.777777777777778,1782.243833268376
1.8181818181818183,1779.727663204048
1.8585858585858588,1776.8412299699246
1.8989898989898992,1773.612915068988
1.9393939393939394,1770.0690753120175
1.97979797979798,1766.2341972144106
2.0202020202020203,1762.1310386136886
2.060606060606061,1757.7807586499414
2.101010101010101,1753.203037142127
2.1414141414141414,1748.416184294887
2.181818181818182,1743.4372415823311
2.2222222222222223,1738.2820745757808
2.262626262626263,1732.9654584110126
2.303030303030303,1727.5011555631427
2.3434343434343434,1721.9019921561187
2.383838383838384,1716.1799194903933
2.4242424242424243,1710.3460793310135
2.464646464646465,1704.4108601094208
2.505050505050505,1698.3839496366797
2.545454545454546,1692.2743838345925
2.585858585858586,1686.0905918103208
2.6262626262626263,1679.8404375714445
2.666666666666667,1673.5312586524883
2.707070707070707,1667.1699019004109
2.747474747474748,1660.7627566451954
2.787878787878788,1654.3157854623262
2.8282828282828287,1647.8345527162887
2.868686868686869,1641.324251058278
2.909090909090909,1634.7897260366938
2.94949494949495,1628.2354989657908
2.98989898989899,1621.6657881857698
3.0303030303030307,1615.08452883659
3.070707070707071,1608.495391257807
3.111111111111111,1601.90179811753
3.151515151515152,1595.3069403653058
3.191919191919192,1588.7137920960918
3.2323232323232327,1582.125124405498
3.272727272727273,1575.5435183101408
3.3131313131313136,1568.9713768011097
3.353535353535354,1562.4109360932046
3.393939393939394,1555.8642761277417
3.4343434343434347,1549.333330382219
3.474747474747475,1542.81989503606
3.5151515151515156,1536.3256375378614
3.555555555555556,1529.8521046161372
3.5959595959595965,1523.4007297723551
3.6363636363636367,1516.9728402921703
3.676767676767677,1510.5696638080537
3.7171717171717176,1504.1923344440727
3.757575757575758,1497.8418985712935
3.7979797979797985,1491.5193202001908
3.8383838383838387,1485.2254860345186
3.878787878787879,1478.9612102093583
3.9191919191919196,1472.7272387343533
3.95959595959596,1466.5242536617045
4.0,1460.3528769970653
