l,EE
2,0.05772745993475559
3,0.09984533616103772
4,0.12065709585917507
5,0.11725835901659097
6,0.09703451187754036
7,0.07050259516435313
8,0.046130817552460415
9,0.028252162398522615
10,0.01746910548650994
11,0.012142644927032459
12,0.010013945916534244
13,0.00923064519159098
14,0.008729072299252858
15,0.008147964395025024
16,0.0075269883372613275
17,0.007022781592711288
18,0.00677680036779673
19,0.006824879873913611
20,0.007148844474007629
21,0.007700497089939898
22,0.008445103060266811
23,0.009359471069542904
24,0.01043719824464912
25,0.011696532764064047
26,0.013164188153280932
27,0.014851400551861687
28,0.016747415708534427
29,0.018867659948846736
30,0.02122721263450046
31,0.02380438998305787
32,0.02660334430450998
33,0.02960084579436826
34,0.03283743041994142
35,0.03629878396016186
36,0.03998792644237601
37,0.043922755124338846
38,0.04809248232292402
39,0.052504055046873485
40,0.05717147602432254
41,0.06210688206343388
42,0.06731441613530942
43,0.07279604956679267
44,0.07855158835577274
45,0.08457800003058226
46,0.09087197777904996
47,0.09744091056978547
48,0.10428796684103324
49,0.11141553827275129
50,0.11883712086842418
51,0.12656450674976208
52,0.13459833849962974
53,0.14293309051752592
54,0.1515639273508907
55,0.16048744380579524
56,0.16969521172624005
57,0.17918562444455166
58,0.1889609633031462
59,0.19902419104038435
60,0.20937078048910882
61,0.2199959515582595
62,0.2308940967710495
63,0.2420601014502756
64,0.25348805232533733
65,0.2651742119399948
66,0.27710895216328263
67,0.28928597550636154
68,0.30169681730462894
69,0.3143352073165201
70,0.32719559018954886
71,0.34027444004221435
72,0.3535667630123714
73,0.36706589529271
74,0.38075923186665
75,0.3946334346726129
76,0.40867300293655057
77,0.42286562405262823
78,0.43719758323033875
79,0.45165595354214705
80,0.46622786201810784
81,0.4809006334899646
82,0.4956636899606421
83,0.5105051825402253
84,0.5254140929148227
85,0.5403787552181151
86,0.5553896789141737
87,0.5704338889439793
88,0.5854991120296992
89,0.6005731942650442
90,0.6156396482262232
91,0.6306859577794177
92,0.645698028862519
93,0.6606620280441645
94,0.6755664808224283
95,0.6903970708743065
96,0.7051410950320522
97,0.719785231593108
98,0.7343155359713142
99,0.7487196636858894
100,0.7629876065193285
