l,BB
2,0.0017051203296984433
3,0.0008776654177442728
4,0.0004630831967532553
5,0.00024388206177952044
6,0.0001282833590094
7,6.899283024275006e-05
8,3.979834772170636e-05
9,2.619667212065661e-05
10,2.0322824439156165e-05
11,1.8031387817933797e-05
12,1.72720624472744e-05
13,1.7079445235840536e-05
14,1.705027617773059e-05
15,1.7039167869616727e-05
16,1.7004620384112465e-05
17,1.6943785229215234e-05
18,1.6860048599482174e-05
19,1.6759276707586982e-05
20,1.6646311818900984e-05
21,1.6524230456913613e-05
22,1.6395125051566194e-05
23,1.626021898119482e-05
24,1.612037466881952e-05
25,1.597620536620513e-05
26,1.5828555548503747e-05
27,1.5679396691607616e-05
28,1.5530285351169497e-05
29,1.538154519085403e-05
30,1.5233171866510227e-05
31,1.5084980008492644e-05
32,1.4936776949194572e-05
33,1.4788390841343432e-05
34,1.4639462061856336e-05
35,1.4488875825550877e-05
36,1.4336160695766038e-05
37,1.418321564721686e-05
38,1.4031587009622076e-05
39,1.3880555033248226e-05
40,1.3729064693619392e-05
41,1.3576450672589676e-05
42,1.3422911379425944e-05
43,1.3268791895294475e-05
44,1.3114381287165164e-05
45,1.2959921480194655e-05
46,1.2805580751471166e-05
47,1.2651369523050291e-05
48,1.2497264637226406e-05
49,1.2343245913994636e-05
50,1.2189295782124533e-05
51,1.2035426730276172e-05
52,1.1881755965490622e-05
53,1.17284087535056e-05
54,1.1575491391907616e-05
55,1.1423093807214308e-05
56,1.1271283584897245e-05
57,1.1120085550075823e-05
58,1.0969511574888834e-05
59,1.08195700261954e-05
60,1.0670266282204863e-05
61,1.052161976644194e-05
62,1.0373709858573515e-05
63,1.0226619792789039e-05
64,1.0080420622174357e-05
65,9.935172684661454e-06
66,9.79092225488275e-06
67,9.647689860645713e-06
68,9.505486923113647e-06
69,9.364321218736582e-06
70,9.22419734877915e-06
71,9.085132128603459e-06
72,8.947196599694723e-06
73,8.810466118016057e-06
74,8.675005722263606e-06
75,8.54087122448712e-06
76,8.408105622395095e-06
77,8.276727221091161e-06
78,8.146745607942757e-06
79,8.018166901439211e-06
80,7.890994143533231e-06
81,7.765231405831406e-06
82,7.640894640413597e-06
83,7.517999519710802e-06
84,7.396557925442709e-06
85,7.276578341216252e-06
86,7.158068259398902e-06
87,7.041040287155381e-06
88,6.925505661493812e-06
89,6.81147244693984e-06
