l,BB
2,0.0017049429739038786
3,0.0008774880424972564
4,0.00046290579162055025
5,0.00024370462100941284
6,0.00012810587403454132
7,6.881529570474262e-05
8,3.9620755284665936e-05
9,2.601901668225218e-05
10,2.014509818359819e-05
11,1.785358576447481e-05
12,1.7094177525494728e-05
13,1.690147250887837e-05
14,1.687220953152855e-05
15,1.6861002334036176e-05
16,1.68263508568896e-05
17,1.676540691241212e-05
18,1.6681557124265834e-05
19,1.6580668002600687e-05
20,1.646758210186522e-05
21,1.634537628393578e-05
22,1.6216143313618336e-05
23,1.6081106905939563e-05
24,1.5941129822149886e-05
25,1.579682564437212e-05
26,1.5649039184186446e-05
27,1.549974223827908e-05
28,1.5350491690212302e-05
29,1.5201611510156694e-05
30,1.50530976664583e-05
31,1.4904765098850198e-05
32,1.4756421452023604e-05
33,1.4607895186169076e-05
34,1.4458826990416029e-05
35,1.4308102383161171e-05
36,1.4155250219989577e-05
37,1.4002169810545827e-05
38,1.3850407783114182e-05
39,1.3699244559926559e-05
40,1.3547625264798512e-05
41,1.3394884743330138e-05
42,1.324122160926959e-05
43,1.3086981151037082e-05
44,1.2932452618669413e-05
45,1.2777878098028373e-05
46,1.2623426004468713e-05
47,1.2469106865553504e-05
48,1.2314897604703577e-05
49,1.2160778109741514e-05
50,1.2006730864492106e-05
51,1.1852768390230056e-05
52,1.169900791385919e-05
53,1.1545574704556417e-05
54,1.1392575046879018e-05
55,1.1240098838839752e-05
56,1.1088213623929596e-05
57,1.0936944173714327e-05
58,1.0786302302325365e-05
59,1.0636296292930335e-05
60,1.0486931432974021e-05
61,1.0338227037073954e-05
62,1.0190262363036785e-05
63,1.0043120511348637e-05
64,9.896872390375742e-06
65,9.751578184644919e-06
66,9.60728400375105e-06
67,9.464010193645476e-06
68,9.321767986024299e-06
69,9.18056496337513e-06
70,9.040405528781902e-06
71,8.901306299771569e-06
72,8.763338128571431e-06
73,8.626576180698956e-06
74,8.491085299646546e-06
75,8.356921105437034e-06
76,8.224126402342225e-06
77,8.09271930713272e-06
78,7.962709220330729e-06
79,7.834102075348445e-06
80,7.706900732017858e-06
81,7.581109077914707e-06
82,7.456742869732128e-06
83,7.333817586075434e-06
84,7.212344922666887e-06
85,7.092333184805451e-06
86,6.9737896979549655e-06
87,6.856726926454183e-06
88,6.741155975056353e-06
89,6.627084781898913e-06
90,6.5145184363255576e-06
91,6.4034643245209485e-06
92,6.293946131755959e-06
93,6.185988128573183e-06
94,6.07961049836422e-06
95,5.974829708325072e-06
96,5.871658847681857e-06
97,5.770107937098794e-06
98,5.670184211307983e-06
99,5.571892377632907e-06
100,5.475234852117872e-06
101,5.380211976277872e-06
102,5.286822214823236e-06
103,5.195062337220539e-06
104,5.104927583861501e-06
105,5.016411818058537e-06
106,4.929507665754932e-06
107,4.8442066429891205e-06
108,4.7604992730132355e-06
109,4.67837519363347e-06
110,4.5978232551299505e-06
111,4.518833050629938e-06
112,4.441399115402443e-06
113,4.36551634204741e-06
114,4.29117859457923e-06
115,4.218378807244396e-06
116,4.147109075229221e-06
117,4.077360738348908e-06
118,4.009124457402375e-06
119,3.942390284660232e-06
120,3.877147728267235e-06
121,3.813385811220545e-06
122,3.7510931255472908e-06
123,3.6902578815800525e-06
124,3.630867953180486e-06
125,3.572910918885165e-06
126,3.516374099454047e-06
127,3.461244592047944e-06
128,3.4075093012384336e-06
129,3.355154967121009e-06
130,3.3041681908889374e-06
131,3.254534127011669e-06
132,3.2062326714996846e-06
133,3.1592427414849087e-06
134,3.1135436382953727e-06
135,3.0691150380929548e-06
136,3.025936982284187e-06
137,2.9839898681330933e-06
138,2.943254439061221e-06
139,2.903711775025434e-06
140,2.865343283110351e-06
141,2.8281306880054384e-06
142,2.7920560228628715e-06
143,2.7571016201380276e-06
144,2.7232501026135944e-06
145,2.690484374972e-06
146,2.658787614884299e-06
147,2.628143266389449e-06
148,2.598535030007709e-06
149,2.5699468566243297e-06
150,2.54236294021066e-06
151,2.515765980470172e-06
152,2.4901321665633143e-06
153,2.465436666893399e-06
154,2.441655374420029e-06
155,2.418764877180409e-06
156,2.396742430074303e-06
157,2.3755659283159588e-06
158,2.3552138824157167e-06
159,2.3356653945014532e-06
160,2.3169001360044286e-06
161,2.298898326551678e-06
162,2.2816407142286896e-06
163,2.265108556867562e-06
164,2.2492836043332846e-06
165,2.23414808205863e-06
166,2.2196846753426614e-06
167,2.2058765146168882e-06
168,2.1927071615817785e-06
169,2.1801605960912272e-06
170,2.1682212038359595e-06
171,2.1568737645505936e-06
172,2.146103441100141e-06
173,2.135895768897321e-06
174,2.126236646001938e-06
175,2.117112323685223e-06
176,2.10850795487734e-06
177,2.1004033877719663e-06
178,2.092777704612959e-06
179,2.0856106736028474e-06
180,2.07888272596022e-06
181,2.0725749340094357e-06
182,2.0666689901254566e-06
183,2.0611471863491973e-06
184,2.0559923949038447e-06
185,2.051188049352866e-06
186,2.0467181263603864e-06
187,2.042567128123912e-06
188,2.0387200653311703e-06
189,2.035162440624364e-06
190,2.031880232628195e-06
191,2.028859880387377e-06
192,2.0260882682668566e-06
193,2.0235527111885793e-06
194,2.0212409404172117e-06
195,2.0191410896056884e-06
196,2.0172416811481798e-06
197,2.015531613044535e-06
198,2.0140001459909325e-06
199,2.0126368907836882e-06
200,2.011431796116047e-06
201,2.010375126650606e-06
202,2.0094574222931627e-06
203,2.0086695181119063e-06
204,2.008002543479218e-06
205,2.0074479112662117e-06
206,2.0069973073892668e-06
207,2.0066426807089198e-06
208,2.006376233175197e-06
209,2.006190410327075e-06
210,2.006077892158923e-06
211,2.0060315842452115e-06
212,2.006044609229503e-06
213,2.0061102986262615e-06
214,2.0062221850081716e-06
215,2.0063739944638525e-06
216,2.006559639418619e-06
217,2.0067732118379073e-06
218,2.007008976691904e-06
219,2.0072613658066284e-06
220,2.007524972048627e-06
221,2.0077945438247e-06
222,2.0080649799172588e-06
223,2.008331324644737e-06
224,2.00858876335393e-06
225,2.008832618189091e-06
226,2.0090583441959264e-06
227,2.009261525698868e-06
228,2.0094378729628803e-06
229,2.0095832191517404e-06
230,2.0096935175248785e-06
231,2.0097648388702102e-06
232,2.0097933692008127e-06
233,2.0097754076459703e-06
234,2.0097073645796344e-06
235,2.0095857598935693e-06
236,2.009407221482168e-06
237,2.009168483866555e-06
238,2.0088663869629818e-06
239,2.0084978749765253e-06
240,2.0080599954042432e-06
241,2.007549898126935e-06
242,2.006964834578304e-06
243,2.006302156971821e-06
244,2.005559317564964e-06
245,2.0047338679675807e-06
246,2.0038234584451814e-06
247,2.0028258372343754e-06
248,2.001738849827873e-06
249,2.000560438260662e-06
250,1.9992886403303013e-06
251,1.997922137331551e-06
252,1.9964618641242483e-06
253,1.9949093032184385e-06
254,1.993265929426607e-06
255,1.9915332116891276e-06
256,1.9897126147233043e-06
257,1.987805600519627e-06
258,1.985813629622016e-06
259,1.9837381622605286e-06
260,1.981580659297569e-06
261,1.9793425830073783e-06
262,1.9770253976836945e-06
263,1.974630570085418e-06
264,1.972159569727631e-06
265,1.9696138690268327e-06
266,1.966994943302932e-06
267,1.9643042706411497e-06
268,1.961543331645339e-06
269,1.9587136090564362e-06
270,1.955816587295008e-06
271,1.952853751875101e-06
272,1.9498265887745314e-06
273,1.946736583701034e-06
274,1.943585221316145e-06
275,1.94037398442343e-06
276,1.93710435309143e-06
277,1.9337778037606094e-06
278,1.930395808367196e-06
279,1.9269598334200214e-06
280,1.9234713391059064e-06
281,1.9199317784331717e-06
282,1.916342596369398e-06
283,1.912705229030284e-06
284,1.9090211029198875e-06
285,1.9052916342243322e-06
286,1.901518228154041e-06
287,1.897702278372949e-06
288,1.8938451664868933e-06
289,1.8899482616048755e-06
290,1.8860129199926593e-06
291,1.8820404848202216e-06
292,1.8780322859613138e-06
293,1.8739896398143635e-06
294,1.8699138497068143e-06
295,1.8658062053562946e-06
296,1.8616679834470785e-06
297,1.8575004477839049e-06
298,1.8533048496235988e-06
299,1.8490824280810032e-06
300,1.844834410594302e-06
301,1.8405619771054086e-06
302,1.8362661534500147e-06
303,1.8319479244397198e-06
304,1.8276082712862168e-06
305,1.8232481722174291e-06
306,1.8188686030996735e-06
307,1.8144705381238311e-06
308,1.8100549504789252e-06
309,1.8056228130546031e-06
310,1.801175099143279e-06
311,1.796712783123116e-06
312,1.7922368411420092e-06
313,1.7877482517732492e-06
314,1.7832479966421416e-06
315,1.7787370610095559e-06
316,1.77421643431795e-06
317,1.769687110667087e-06
318,1.7651500892706551e-06
319,1.760606374805574e-06
320,1.756056977718524e-06
321,1.7515029144488418e-06
322,1.7469452075761418e-06
323,1.742384885897236e-06
324,1.7378229843992406e-06
