k,rel_diff
0.0001,-1.1512964232962553e-05
0.010149748743718592,-1.1810982457172159e-05
0.020199497487437185,-1.2215122145997626e-05
0.03024924623115578,-1.2635873651856144e-05
0.04029899497487437,-1.3029999562097494e-05
0.050348743718592964,-1.3416011549804985e-05
0.06039849246231156,-1.3842211982639796e-05
0.07044824120603015,-1.4383306673804164e-05
0.08049798994974874,-1.5015604911794433e-05
0.09054773869346734,-1.5610541117316856e-05
0.10059748743718593,-1.6197163846043416e-05
0.11064723618090452,-1.6973274011622408e-05
0.12069698492462312,-1.7927730865840985e-05
0.1307467336683417,-1.882850423184923e-05
0.14079648241206028,-1.9675321174195126e-05
0.1508462311557789,-2.0711596963485235e-05
0.16089597989949747,-2.2004762362692887e-05
0.17094572864321605,-2.343498470103178e-05
0.18099547738693467,-2.493394154190476e-05
0.19104522613065325,-2.6494962692802382e-05
0.20109497487437183,-2.8161122629044577e-05
0.21114472361809045,-3.0016904844165637e-05
0.22119447236180903,-3.206042889636329e-05
0.23124422110552761,-3.421216928189974e-05
0.24129396984924623,-3.6497696859760786e-05
0.2513437185929648,-3.903849038866536e-05
0.2613934673366834,-4.1881783242492254e-05
0.271443216080402,-4.500296005194304e-05
0.28149296482412056,-4.8340862301654575e-05
0.2915427135678392,-5.180886791278372e-05
0.3015924623115578,-5.539826524003644e-05
0.31164221105527634,-5.9168178699442464e-05
0.32169195979899495,-6.317449758208582e-05
0.33174170854271356,-6.746089758891127e-05
0.3417914572864321,-7.194073972061066e-05
0.35184120603015073,-7.642735041735182e-05
0.36189095477386934,-8.083772866307459e-05
0.3719407035175879,-8.517849675582223e-05
0.3819904522613065,-8.951561836911814e-05
0.3920402010050251,-9.393504527754892e-05
0.4020899497487437,-9.815051868256042e-05
0.4121396984924623,-0.0001016211038402659
0.4221894472361809,-0.00010424982692913698
0.43223919597989946,-0.00010624352035970563
0.44228894472361807,-0.00010733787577976717
0.4523386934673367,-0.00010694593116400419
0.46238844221105524,-0.00010484502941854323
0.47243819095477385,-0.00010105251373015989
0.48248793969849246,-9.524653789971804e-05
0.492537688442211,-8.688509997245575e-05
0.5025874371859296,-7.567604700342567e-05
0.5126371859296482,-6.14974181357697e-05
0.5226869346733668,-4.4183883339599106e-05
0.5327366834170854,-2.355028673595161e-05
0.542786432160804,4.625129190749533e-07
0.5528361809045226,2.783000283712589e-05
0.5628859296482411,5.851550751301282e-05
0.5729356783919598,9.24491490130741e-05
0.5829854271356784,0.00012927609127744155
0.5930351758793969,0.00016851086412583705
0.6030849246231156,0.0002101626115487143
0.6131346733668341,0.0002543878972938174
0.6231844221105527,0.0002997524854371214
0.6332341708542714,0.00034399382483929486
0.6432839195979899,0.0003860108734101697
0.6533336683417085,0.0004254486195771623
0.6633834170854271,0.0004626189046290641
0.6734331658291457,0.0004980696343617197
0.6834829145728643,0.0005310757330403426
0.6935326633165829,0.0005604268628607301
0.7035824120603015,0.0005869071927186997
0.71363216080402,0.0006117509596905712
0.7236819095477387,0.0006306425036746166
0.7337316582914573,0.0006379607610333959
0.7437814070351758,0.0006419634602061741
0.7538311557788945,0.000656223313424853
0.763880904522613,0.0006792777450199683
0.7739306532663316,0.0007043558118331461
0.7839804020100503,0.0007428325636478217
0.7940301507537688,0.000809143330485762
0.8040798994974874,0.0008716604206184808
0.814129648241206,0.0008855597084589384
0.8241793969849246,0.0008733261159772354
0.8342291457286432,0.0008807129760799448
0.8442788944723618,0.0008935318269971404
0.8543286432160804,0.0008774587301243475
0.8643783919597989,0.0008495355539113181
0.8744281407035176,0.0008438916781030592
0.8844778894472362,0.0008547777815557378
0.8945276381909547,0.0008614312100969634
0.9045773869346734,0.0008581959026812136
0.9146271356783919,0.0008459679471235493
0.9246768844221105,0.0008268733424492414
0.9347266331658292,0.0008036190016993405
0.9447763819095477,0.0007794796282438732
0.9548261306532663,0.0007571112290032378
0.9648758793969849,0.0007338355923798279
0.9749256281407035,0.0007056566907743811
0.984975376884422,0.0006732564546607644
0.9950251256281406,0.0006388371589116648
1.0050748743718592,0.0006030796346794265
1.015124623115578,0.0005661085089361251
1.0251743718592965,0.0005281057037986869
1.035224120603015,0.0004892530992994804
1.0452738693467336,0.00044962676681303826
1.0553236180904522,0.0004092824198538292
1.0653733668341707,0.00036838214334089514
1.0754231155778895,0.0003270803878820949
1.085472864321608,0.0002853085310470238
1.0955226130653266,0.00024296398078504922
1.1055723618090452,0.00020017014222295515
1.1156221105527637,0.00015718734764336162
1.1256718592964823,0.00011461154439418308
1.135721608040201,7.297075330026104e-05
1.1457713567839196,3.1939942074732386e-05
1.1558211055276382,-8.930480435598298e-06
1.1658708542713567,-4.9408533008499234e-05
1.1759206030150753,-8.91070504479563e-05
1.1859703517587938,-0.00012791800345668403
1.1960201005025126,-0.00016583018648330672
1.2060698492462312,-0.0002028530626762004
1.2161195979899497,-0.0002388143489508998
1.2261693467336683,-0.00027328043362162546
1.2362190954773868,-0.00030609790903080025
1.2462688442211054,-0.00033773940107284517
1.2563185929648242,-0.00036826649809451606
1.2663683417085427,-0.000398092605079281
1.2764180904522613,-0.00042748812103954315
1.2864678391959798,-0.00045571939715804977
1.2965175879396984,-0.00048235433267473926
1.306567336683417,-0.0005078157455997712
1.3166170854271355,-0.000533222197088068
1.3266668341708543,-0.0005566040633642189
1.3367165829145728,-0.0005759759207508708
1.3467663316582914,-0.0005915291914373455
1.35681608040201,-0.0006062514810343256
1.3668658291457285,-0.000624219844236773
1.376915577889447,-0.0006440449106354107
1.3869653266331659,-0.000661643613785956
1.3970150753768844,-0.0006767490665676723
