l,BB
2,1.70494376e-03
3,8.77488822e-04
4,4.62906571e-04
5,2.43705397e-04
6,1.28106649e-04
7,6.88160669e-05
8,3.96215243e-05
9,2.60197817e-05
10,2.01458603e-05
11,1.78543434e-05
12,1.70949316e-05
13,1.69022220e-05
14,1.68729549e-05
15,1.68617431e-05
16,1.68270871e-05
17,1.67661386e-05
18,1.66822843e-05
19,1.65813906e-05
20,1.64683001e-05
21,1.63460898e-05
22,1.62168524e-05
23,1.60818117e-05
24,1.59418304e-05
25,1.57975223e-05
26,1.56497320e-05
27,1.55004315e-05
28,1.53511777e-05
29,1.52022945e-05
30,1.50537780e-05
31,1.49054432e-05
32,1.47570977e-05
33,1.46085700e-05
34,1.44595007e-05
35,1.43087753e-05
36,1.41559228e-05
37,1.40028423e-05
38,1.38510804e-05
39,1.36999176e-05
40,1.35482991e-05
41,1.33955597e-05
42,1.32418980e-05
43,1.30876594e-05
44,1.29331329e-05
45,1.27785606e-05
46,1.26241109e-05
47,1.24697944e-05
48,1.23155878e-05
49,1.21614711e-05
50,1.20074267e-05
51,1.18534672e-05
52,1.16997096e-05
53,1.15462794e-05
54,1.13932826e-05
55,1.12408092e-05
56,1.10889267e-05
57,1.09376598e-05
58,1.07870203e-05
59,1.06370165e-05
60,1.04876535e-05
61,1.03389508e-05
62,1.01909874e-05
63,1.00438466e-05
64,9.89759915e-06
65,9.75230525e-06
66,9.60801101e-06
67,9.46473677e-06
68,9.32249376e-06
69,9.18128959e-06
70,9.04112865e-06
71,8.90202759e-06
72,8.76405723e-06
73,8.62729277e-06
74,8.49179904e-06
75,8.35763167e-06
76,8.22483348e-06
77,8.09342260e-06
78,7.96340844e-06
79,7.83479694e-06
80,7.70759098e-06
81,7.58179449e-06
82,7.45742325e-06
83,7.33449280e-06
84,7.21301488e-06
85,7.09299784e-06
86,6.97444905e-06
87,6.85738099e-06
88,6.74180480e-06
89,6.62772843e-06
90,6.51515700e-06
91,6.40409793e-06
92,6.29457491e-06
93,6.18661226e-06
94,6.08023019e-06
95,5.97544519e-06
96,5.87227038e-06
97,5.77071579e-06
98,5.67078869e-06
99,5.57249381e-06
100,5.47583356e-06
101,5.38080831e-06
102,5.28741653e-06
103,5.19565499e-06
104,5.10551895e-06
105,5.01700226e-06
106,4.93009755e-06
107,4.84479633e-06
108,4.76108911e-06
109,4.67896552e-06
110,4.59841440e-06
111,4.51942533e-06
112,4.44199281e-06
113,4.36611173e-06
114,4.29177593e-06
115,4.21897831e-06
116,4.14771094e-06
117,4.07796515e-06
118,4.00973155e-06
119,3.94300016e-06
120,3.87776048e-06
121,3.81400148e-06
122,3.75171172e-06
123,3.69087939e-06
124,3.63149232e-06
125,3.57353807e-06
126,3.51700391e-06
127,3.46187692e-06
128,3.40814397e-06
129,3.35579177e-06
130,3.30480690e-06
131,3.25517449e-06
132,3.20687441e-06
133,3.15988554e-06
134,3.11418718e-06
135,3.06975898e-06
136,3.02658097e-06
137,2.98463352e-06
138,2.94389738e-06
139,2.90435362e-06
140,2.86598364e-06
141,2.82876916e-06
142,2.79269223e-06
143,2.75773517e-06
144,2.72388062e-06
145,2.69111149e-06
146,2.65941098e-06
147,2.62876254e-06
148,2.59914990e-06
149,2.57055702e-06
150,2.54296812e-06
151,2.51636593e-06
152,2.49072665e-06
153,2.46602550e-06
154,2.44223838e-06
155,2.41934193e-06
156,2.39731342e-06
157,2.37613078e-06
158,2.35577256e-06
159,2.33621788e-06
160,2.31744645e-06
161,2.29943853e-06
162,2.28217487e-06
163,2.26563678e-06
164,2.24980603e-06
165,2.23466487e-06
166,2.22019600e-06
167,2.20638259e-06
168,2.19320820e-06
169,2.18065683e-06
170,2.16871290e-06
171,2.15736118e-06
172,2.14658685e-06
173,2.13637545e-06
174,2.12671289e-06
175,2.11758542e-06
176,2.10897818e-06
177,2.10087103e-06
178,2.09324304e-06
179,2.08607396e-06
180,2.07934423e-06
181,2.07303489e-06
182,2.06712762e-06
183,2.06160471e-06
184,2.05644900e-06
185,2.05164389e-06
186,2.04717336e-06
187,2.04302187e-06
188,2.03917441e-06
189,2.03561646e-06
190,2.03233397e-06
191,2.02931335e-06
192,2.02654145e-06
193,2.02400558e-06
194,2.02169342e-06
195,2.01959309e-06
196,2.01769308e-06
197,2.01598227e-06
198,2.01444990e-06
199,2.01308555e-06
200,2.01187915e-06
201,2.01082094e-06
202,2.00990146e-06
203,2.00911151e-06
204,2.00844222e-06
205,2.00788498e-06
206,2.00743148e-06
207,2.00707365e-06
208,2.00680369e-06
209,2.00661406e-06
210,2.00649742e-06
211,2.00644669e-06
212,2.00645500e-06
213,2.00651568e-06
214,2.00662228e-06
215,2.00676854e-06
216,2.00694838e-06
217,2.00715592e-06
218,2.00738543e-06
219,2.00763137e-06
220,2.00788836e-06
221,2.00815116e-06
222,2.00841470e-06
223,2.00867405e-06
224,2.00892442e-06
225,2.00916115e-06
226,2.00937974e-06
227,2.00957578e-06
228,2.00974502e-06
229,2.00988332e-06
230,2.00998665e-06
231,2.01005112e-06
232,2.01007292e-06
233,2.01004839e-06
234,2.00997395e-06
235,2.00984615e-06
236,2.00966163e-06
237,2.00941714e-06
238,2.00910954e-06
239,2.00873578e-06
240,2.00829292e-06
241,2.00777812e-06
242,2.00718864e-06
243,2.00652184e-06
244,2.00577516e-06
245,2.00494617e-06
246,2.00403250e-06
247,2.00303190e-06
248,2.00194221e-06
249,2.00076137e-06
250,1.99948739e-06
251,1.99811895e-06
252,1.99665697e-06
253,1.99510292e-06
254,1.99345825e-06
255,1.99172441e-06
256,1.98990285e-06
257,1.98799501e-06
258,1.98600232e-06
259,1.98392624e-06
260,1.98176819e-06
261,1.97952961e-06
262,1.97721195e-06
263,1.97481666e-06
264,1.97234517e-06
265,1.96979895e-06
266,1.96717944e-06
267,1.96448811e-06
268,1.96172642e-06
269,1.95889583e-06
270,1.95599781e-06
271,1.95303383e-06
272,1.95000538e-06
273,1.94691392e-06
274,1.94376092e-06
275,1.94054788e-06
276,1.93727625e-06
277,1.93394752e-06
278,1.93056315e-06
279,1.92712462e-06
280,1.92363339e-06
281,1.92009091e-06
282,1.91649864e-06
283,1.91285802e-06
284,1.90917050e-06
285,1.90543749e-06
286,1.90166043e-06
287,1.89784071e-06
288,1.89397974e-06
289,1.89007891e-06
290,1.88613959e-06
291,1.88216314e-06
292,1.87815091e-06
293,1.87410424e-06
294,1.87002447e-06
295,1.86591288e-06
296,1.86177080e-06
297,1.85759949e-06
298,1.85340024e-06
299,1.84917431e-06
300,1.84492293e-06
301,1.84064731e-06
302,1.83634849e-06
303,1.83202748e-06
304,1.82768526e-06
305,1.82332284e-06
306,1.81894120e-06
307,1.81454132e-06
308,1.81012418e-06
309,1.80569077e-06
310,1.80124207e-06
311,1.79677904e-06
312,1.79230268e-06
313,1.78781395e-06
314,1.78331383e-06
315,1.77880331e-06
316,1.77428337e-06
317,1.76975499e-06
318,1.76521917e-06
319,1.76067689e-06
320,1.75612916e-06
321,1.75157697e-06
322,1.74702134e-06
323,1.74246327e-06
324,1.73790378e-06
325,1.73334390e-06
326,1.72878465e-06
327,1.72422706e-06
328,1.71967217e-06
329,1.71512102e-06
330,1.71057467e-06
331,1.70603415e-06
332,1.70150052e-06
333,1.69697485e-06
334,1.69245818e-06
335,1.68795158e-06
336,1.68345610e-06
337,1.67897281e-06
338,1.67450277e-06
339,1.67004703e-06
340,1.66560664e-06
341,1.66118265e-06
342,1.65677611e-06
343,1.65238806e-06
344,1.64801951e-06
345,1.64367150e-06
346,1.63934504e-06
347,1.63504112e-06
348,1.63076073e-06
349,1.62650486e-06
350,1.62227445e-06
351,1.61807035e-06
352,1.61389298e-06
353,1.60974264e-06
354,1.60561964e-06
355,1.60152427e-06
356,1.59745683e-06
357,1.59341759e-06
358,1.58940684e-06
359,1.58542483e-06
360,1.58147182e-06
361,1.57754806e-06
362,1.57365378e-06
363,1.56978920e-06
364,1.56595453e-06
365,1.56214996e-06
366,1.55837567e-06
367,1.55463184e-06
368,1.55091861e-06
369,1.54723613e-06
370,1.54358453e-06
371,1.53996392e-06
372,1.53637440e-06
373,1.53281605e-06
374,1.52928897e-06
375,1.52579319e-06
376,1.52232878e-06
377,1.51889577e-06
378,1.51549419e-06
379,1.51212405e-06
380,1.50878535e-06
381,1.50547809e-06
382,1.50220225e-06
383,1.49895781e-06
384,1.49574472e-06
385,1.49256295e-06
386,1.48941245e-06
387,1.48629315e-06
388,1.48320499e-06
389,1.48014789e-06
390,1.47712177e-06
391,1.47412656e-06
392,1.47116215e-06
393,1.46822845e-06
394,1.46532536e-06
395,1.46245276e-06
396,1.45961055e-06
397,1.45679859e-06
398,1.45401677e-06
399,1.45126496e-06
400,1.44854303e-06
401,1.44585087e-06
402,1.44318862e-06
403,1.44055644e-06
404,1.43795448e-06
405,1.43538287e-06
406,1.43284174e-06
407,1.43033121e-06
408,1.42785136e-06
409,1.42540229e-06
410,1.42298406e-06
411,1.42059673e-06
412,1.41824034e-06
413,1.41591491e-06
414,1.41362046e-06
415,1.41135697e-06
416,1.40912443e-06
417,1.40692280e-06
418,1.40475201e-06
419,1.40261200e-06
420,1.40050267e-06
421,1.39842392e-06
422,1.39637561e-06
423,1.39435760e-06
424,1.39236973e-06
425,1.39041181e-06
426,1.38848365e-06
427,1.38658501e-06
428,1.38471567e-06
429,1.38287536e-06
430,1.38106381e-06
431,1.37928073e-06
432,1.37752580e-06
433,1.37579869e-06
434,1.37409905e-06
