l,BB
2.000000000000000000e+00,1.705120329423671140e-03
3.000000000000000000e+00,8.776654200183584388e-04
4.000000000000000000e+00,4.630831983770102240e-04
5.000000000000000000e+00,2.438820641504705602e-04
6.000000000000000000e+00,1.282833606031805673e-04
7.000000000000000000e+00,6.899283261723597363e-05
8.000000000000000000e+00,3.979834931610922865e-05
9.000000000000000000e+00,2.619667444123514755e-05
1.000000000000000000e+01,2.032282609620883709e-05
1.100000000000000000e+01,1.803139005464476273e-05
1.200000000000000000e+01,1.727206420201655328e-05
1.300000000000000000e+01,1.707944734753159388e-05
1.400000000000000000e+01,1.705027805967413676e-05
1.500000000000000000e+01,1.703916981730139586e-05
1.600000000000000000e+01,1.700462228612953543e-05
1.700000000000000000e+01,1.694378699146043717e-05
1.800000000000000000e+01,1.686005026090120932e-05
1.900000000000000000e+01,1.675927829655036880e-05
2.000000000000000000e+01,1.664631334184330958e-05
2.100000000000000000e+01,1.652423193046170634e-05
2.200000000000000000e+01,1.639512650366270678e-05
2.300000000000000000e+01,1.626022044381247265e-05
2.400000000000000000e+01,1.612037617493068765e-05
2.500000000000000000e+01,1.597620694719706764e-05
2.600000000000000000e+01,1.582855723130149791e-05
2.700000000000000000e+01,1.567939849056387025e-05
2.800000000000000000e+01,1.553028726685999039e-05
2.900000000000000000e+01,1.538154720531603991e-05
3.000000000000000000e+01,1.523317394597750984e-05
3.100000000000000000e+01,1.508498210713140360e-05
3.200000000000000000e+01,1.493677901545862565e-05
3.300000000000000000e+01,1.478839283165798333e-05
3.400000000000000000e+01,1.463946394319349234e-05
3.500000000000000000e+01,1.448887757759854119e-05
3.600000000000000000e+01,1.433616232259345793e-05
3.700000000000000000e+01,1.418321722214026358e-05
3.800000000000000000e+01,1.403158864748758906e-05
3.900000000000000000e+01,1.388055678543284566e-05
4.000000000000000000e+01,1.372906653671490950e-05
4.100000000000000000e+01,1.357645253644325672e-05
4.200000000000000000e+01,1.342291320997440109e-05
4.300000000000000000e+01,1.326879366496590874e-05
4.400000000000000000e+01,1.311438299049703013e-05
4.500000000000000000e+01,1.295992313014852219e-05
4.600000000000000000e+01,1.280558237249465184e-05
4.700000000000000000e+01,1.265137113440310659e-05
4.800000000000000000e+01,1.249726625017985976e-05
4.900000000000000000e+01,1.234324753301545940e-05
5.000000000000000000e+01,1.218929740588920347e-05
5.100000000000000000e+01,1.203542835273211719e-05
5.200000000000000000e+01,1.188175757730941103e-05
5.300000000000000000e+01,1.172841034277023570e-05
5.400000000000000000e+01,1.157549294452675729e-05
5.500000000000000000e+01,1.142309530727930146e-05
5.600000000000000000e+01,1.127128501678246770e-05
5.700000000000000000e+01,1.112008690537931140e-05
5.800000000000000000e+01,1.096951285317942667e-05
5.900000000000000000e+01,1.081957123397844489e-05
6.000000000000000000e+01,1.067026743201391819e-05
6.100000000000000000e+01,1.052162087546336832e-05
6.200000000000000000e+01,1.037371094578262254e-05
6.300000000000000000e+01,1.022662087813412786e-05
6.400000000000000000e+01,1.008042172640224527e-05
6.500000000000000000e+01,9.935173829164879210e-06
6.600000000000000000e+01,9.790923459119303963e-06
6.700000000000000000e+01,9.647691132806529094e-06
6.800000000000000000e+01,9.505488259073096994e-06
6.900000000000000000e+01,9.364322603439552718e-06
7.000000000000000000e+01,9.224198757482503176e-06
7.100000000000000000e+01,9.085133530522144916e-06
7.200000000000000000e+01,8.947197968580035358e-06
7.300000000000000000e+01,8.810467434131886413e-06
7.400000000000000000e+01,8.675006971748508550e-06
7.500000000000000000e+01,8.540872398777488866e-06
7.600000000000000000e+01,8.408106718667548394e-06
7.700000000000000000e+01,8.276728245449556555e-06
7.800000000000000000e+01,8.146746575435529451e-06
7.900000000000000000e+01,8.018167835153334192e-06
8.000000000000000000e+01,7.890995073772420084e-06
8.100000000000000000e+01,7.765232365130362799e-06
8.200000000000000000e+01,7.640895646718353883e-06
8.300000000000000000e+01,7.518000573672846678e-06
8.400000000000000000e+01,7.396559012016532828e-06
8.500000000000000000e+01,7.276579431118477417e-06
8.600000000000000000e+01,7.158069314564475024e-06
8.700000000000000000e+01,7.041041277698359742e-06
8.800000000000000000e+01,6.925506568969082895e-06
8.900000000000000000e+01,6.811473263370924222e-06
9.000000000000000000e+01,6.698946578556581660e-06
9.100000000000000000e+01,6.587934021730344543e-06
9.200000000000000000e+01,6.478459391599532956e-06
9.300000000000000000e+01,6.370547063854290722e-06
9.400000000000000000e+01,6.264217319152259177e-06
9.500000000000000000e+01,6.159486714018395801e-06
9.600000000000000000e+01,6.056368419490497348e-06
9.700000000000000000e+01,5.954872530235275714e-06
9.800000000000000000e+01,5.855006347588015460e-06
9.900000000000000000e+01,5.756774638111002180e-06
1.000000000000000000e+02,5.660179870288082327e-06
1.010000000000000000e+02,5.565222431196568651e-06
1.020000000000000000e+02,5.471900824862745085e-06
1.030000000000000000e+02,5.380211853867885494e-06
1.040000000000000000e+02,5.290150786111120312e-06
1.050000000000000000e+02,5.201711507148519627e-06
1.060000000000000000e+02,5.114886660121729895e-06
1.070000000000000000e+02,5.029667773871597942e-06
1.080000000000000000e+02,4.946045380437109266e-06
1.090000000000000000e+02,4.864009122676595719e-06
1.100000000000000000e+02,4.783547852750801924e-06
1.110000000000000000e+02,4.704651162754282533e-06
1.120000000000000000e+02,4.627313584745415972e-06
1.130000000000000000e+02,4.551530005965647059e-06
1.140000000000000000e+02,4.477294283682063974e-06
1.150000000000000000e+02,4.404599344136110879e-06
1.160000000000000000e+02,4.333437273626208796e-06
1.170000000000000000e+02,4.263799402781536017e-06
1.180000000000000000e+02,4.195676383027151537e-06
1.190000000000000000e+02,4.129058257421246081e-06
1.200000000000000000e+02,4.063934525327789837e-06
1.210000000000000000e+02,4.000294201724170906e-06
1.220000000000000000e+02,3.938125871417905698e-06
1.230000000000000000e+02,3.877417738669473773e-06
1.240000000000000000e+02,3.818157672540637318e-06
1.250000000000000000e+02,3.760333248086526248e-06
1.260000000000000000e+02,3.703931784017147666e-06
1.270000000000000000e+02,3.648940376947969043e-06
1.280000000000000000e+02,3.595345932417620996e-06
1.290000000000000000e+02,3.543135192983926367e-06
1.300000000000000000e+02,3.492294763629270689e-06
1.310000000000000000e+02,3.442809803994658484e-06
1.320000000000000000e+02,3.394660216588540913e-06
1.330000000000000000e+02,3.347824925970319064e-06
1.340000000000000000e+02,3.302283241794887698e-06
1.350000000000000000e+02,3.258014849279934598e-06
1.360000000000000000e+02,3.214999799360727551e-06
1.370000000000000000e+02,3.173218498932596337e-06
1.380000000000000000e+02,3.132651701011335961e-06
1.390000000000000000e+02,3.093280494839719096e-06
1.400000000000000000e+02,3.055086295955366902e-06
1.410000000000000000e+02,3.018050836554961499e-06
1.420000000000000000e+02,2.982156156036166397e-06
1.430000000000000000e+02,2.947384591098259260e-06
1.440000000000000000e+02,2.913718767068268892e-06
1.450000000000000000e+02,2.881141588577470131e-06
