l,EE
2,0.03857132747651551
3,0.12081431352301404
4,0.21641709211170984
5,0.2734463957158267
6,0.2668558805804762
7,0.21409477238064573
8,0.15516135830068584
9,0.12126083942072742
10,0.11785133882082424
11,0.13009936176385462
12,0.1406242169545102
13,0.14316961052040547
14,0.14417059334492752
15,0.15432981188857076
16,0.17916445672618367
17,0.21605011777673694
18,0.2593126602711559
19,0.30911175849436967
20,0.367895332542816
21,0.44423138184006544
22,0.5500252159957054
23,0.6897741864622482
24,0.8660912862969237
25,1.0823968625469615
26,1.3431571235108206
27,1.654095587348241
28,2.0192566672045817
29,2.4459781581639213
30,2.942129721785492
31,3.51008770515792
32,4.156713600360398
33,4.889102692720571
34,5.727886961722002
35,6.68553424841512
36,7.776716063190081
37,9.010911460615032
38,10.390590977227646
39,11.931099801180908
40,13.653552387376807
41,15.579159667655581
42,17.721885309294098
43,20.093510005678397
44,22.70493319203527
45,25.565752875283184
46,28.6865902559879
47,32.088641749456116
48,35.79482690717738
49,39.829311583553235
50,44.222321288363084
51,49.00389960967911
52,54.1937868090581
53,59.80717291392385
54,65.85902432620472
55,72.36445095007942
56,79.33690795114389
57,86.79854449897618
58,94.77567809926913
59,103.29605401505225
60,112.38417286120138
61,122.06435853947266
62,132.35846618965525
63,143.28812817927337
64,154.87447840999235
65,167.14008350234445
66,180.10317686406327
67,193.78273774622645
68,208.19548283169414
69,223.359236618937
70,239.29197433189853
71,256.01353664253975
72,273.5448119357
73,291.9058549944642
74,311.11136027143203
75,331.1746712466829
76,352.1064842287349
77,373.92014819462605
78,396.6271392295061
79,420.2389295509566
80,444.76631017199605
81,470.2189593453772
82,496.6056767073597
83,523.9324237582663
84,552.2050682518209
85,581.427753963306
86,611.6063918895
87,642.7428027348465
88,674.8387945182241
89,707.89526777867
90,741.9064058091463
91,776.8701592317943
92,812.78145427415
93,849.6343023605613
94,887.4247213578222
95,926.1435090586775
96,965.7823824407741
97,1006.3308097970536
98,1047.7758695223906
99,1090.105611776154
100,1133.310448719132
