l,EE
2,0.0577391955095905
3,0.09986854641589796
4,0.1206952046023108
5,0.11731445537321063
6,0.09711127787011285
7,0.0706022405940748
8,0.04625502344575989
9,0.028402034177515915
10,0.017645136904631917
11,0.01234469367928516
12,0.010241221688415951
13,0.009481710758962772
14,0.00900185812526496
15,0.008439797001705293
16,0.007834632552534927
17,0.007342496594421975
18,0.007104409265065518
19,0.007155852385123791
20,0.00747839208206763
21,0.008023679880594487
22,0.00875694728080428
23,0.009655096283497509
24,0.010711952810241574
25,0.011946136216028224
26,0.013384878951254913
27,0.015040087538365115
28,0.016901831524842325
29,0.018986514577829496
30,0.021310345176940665
31,0.023852916730249543
32,0.026619801147260688
33,0.029589323010406204
34,0.0328036978823157
35,0.03625040487174673
36,0.039934357739588484
37,0.0438754327816443
38,0.04806488988695292
39,0.052511773845580846
40,0.05723221563483426
41,0.06224048977320656
42,0.06754286430434654
43,0.0731433999811039
44,0.0790439328612587
45,0.08524337694530888
46,0.09174026380292655
47,0.09854368813426571
48,0.10565836708045775
49,0.11308806002895361
50,0.12084742638632658
51,0.12894919495402912
52,0.1373946969797921
53,0.14617882758361142
54,0.15529688573962455
55,0.16474529783539388
56,0.1745151499000562
57,0.1846040196959225
58,0.1950130332388995
59,0.2057436507086909
60,0.21678949033159234
61,0.228143563324237
62,0.2397977002608779
63,0.25174387506336854
64,0.2639729204065577
65,0.2764775119476036
66,0.2892441147018111
67,0.3022622202572994
68,0.31551886772011034
69,0.3290030269824499
70,0.3427041436484496
71,0.3566134806704836
72,0.3707206503414423
73,0.3850134444255551
74,0.3994735970101199
75,0.41408202864306065
76,0.42881745451832926
77,0.4436617750386703
78,0.4585955250779134
79,0.47360010491987636
80,0.48865708802524277
81,0.5037484060592463
82,0.5188582878872049
83,0.5339699353425352
84,0.5490676663363918
85,0.5641354766241751
86,0.5791599041173034
87,0.5941244145228451
88,0.6090136142163206
89,0.6238126978744164
90,0.6385030259905342
91,0.6530704536012565
92,0.6674997945068896
93,0.6817766925704776
94,0.6958897418493296
95,0.7098253003422273
96,0.7235719557233258
97,0.7371183005415636
98,0.750452930791069
99,0.7635666677766652
100,0.7764532890616823
