l,EE
2,0.01979628813916939
3,0.04240379291066661
4,0.05076465681434265
5,0.04259363484099361
6,0.030581883745044742
7,0.024221918980217166
8,0.023090765876605586
9,0.02333409720779452
10,0.023896680030564086
11,0.026220547765425484
12,0.03156057095328094
13,0.04030113601890533
14,0.05328146869790509
15,0.07252931960905487
16,0.10026632818143162
17,0.13853403897308803
18,0.1894781086290829
19,0.255959251598282
20,0.3401925082649598
21,0.4451134996224183
22,0.575246074592271
23,0.7345102883738465
24,0.9275790224915121
25,1.159830291511064
26,1.437916147938961
27,1.7690975077909763
28,2.158598751769626
29,2.6134084004987073
30,3.141849305129503
31,3.7531680520258193
32,4.461682612314159
33,5.271608017246645
34,6.196932600645699
35,7.244168158205716
36,8.42428578359255
37,9.755156042092842
38,11.249625678663454
39,12.921309839912924
40,14.785190016775232
41,16.857079433611244
42,19.15362415789499
43,21.692265694089446
44,24.490620427609453
45,27.566124640217797
46,30.936180352644666
47,34.62025904820211
48,38.63642910375652
49,43.002878617530754
50,47.74267339693313
51,52.87983046886083
52,58.436995305507374
53,64.43538173737366
54,70.89696378774593
55,77.84489766946783
56,85.30000300553891
57,93.2853324240697
58,101.8261105913195
59,110.94863442270037
60,120.67558898672878
61,131.02989710005798
62,142.0350041104515
63,153.71510468958112
64,166.09413482250935
65,179.19771250597347
66,193.04731916906147
67,207.6651881871869
68,223.07145729386255
69,239.28759758525499
70,256.33545582144177
71,274.23876915479434
72,293.02170621908743
73,312.70749021264567
74,333.31404401072984
75,354.85798250618865
76,377.3532672365929
77,400.81638903864643
78,425.2618955937087
79,450.7042609361094
80,477.1571781808907
81,504.63315763212194
82,533.1439243634388
83,562.698259231051
84,593.3046480614994
85,624.9696137212061
86,657.7011948091751
87,691.5031322087538
88,726.378837317728
89,762.3304332639674
90,799.3529066919797
91,837.4444799932598
92,876.5995457268301
93,916.8109434388042
94,958.0729199908047
95,1000.37387341142
96,1043.7024659810497
97,1088.044434138542
98,1133.3824294770184
99,1179.6993675157248
100,1226.9798103892151
101,1275.2017562299318
102,1324.3286683253245
103,1374.358869368793
104,1425.2387891776687
105,1476.9501108489908
106,1529.4598009287974
107,1582.7461469993468
108,1636.7582364754337
109,1691.4700586614003
110,1746.8252951780519
111,1802.793357949369
112,1859.3417066120535
113,1916.405660682655
114,1973.932282695652
115,2031.8974390798396
116,2090.2443141315807
117,2148.896966668662
118,2207.8252936547356
119,2266.9647675254596
120,2326.265098815497
121,2385.6567152477833
122,2445.0847785209676
123,2504.492560217093
124,2563.8030939622977
125,2622.9735364808544
126,2681.922426367317
127,2740.6035571010225
128,2798.9308712622233
129,2856.8547169380668
130,2914.2843395431387
131,2971.1667461878938
132,3027.4488517810582
133,3083.034819473756
134,3137.9110353298265
135,3191.9570906565023
136,3245.1360423375077
137,3297.36671175397
138,3348.6111594714725
139,3398.7859229520304
140,3447.8287448826436
141,3495.7238893000763
142,3542.361459093729
143,3587.7010977793975
144,3631.702994333605
145,3674.2778514114098
146,3715.4103263187912
147,3755.0613375383405
148,3793.1663635057685
149,3829.6865528203857
150,3864.583720579369
151,3897.8201228911976
152,3929.3577044755407
153,3959.186683125317
154,3987.2994166484596
155,4013.6332755838453
156,4038.2117806215538
157,4060.974207696114
158,4081.977959158572
159,4101.165468811194
160,4118.569913986138
161,4134.197582164142
162,4148.057244285042
163,4160.223409141867
164,4170.64829570784
165,4179.380797923558
166,4186.47404719768
167,4191.985481831529
168,4195.9769163596875
169,4198.5146108042745
170,4199.63497158287
171,4199.446916702961
172,4198.030450215969
173,4195.470297812871
174,4191.855975648877
175,4187.354686214989
176,4182.03129833792
177,4176.065360674233
178,4169.569402632054
179,4162.661101245686
180,4155.5403850822795
181,4148.37694397966
182,4141.34756871098
183,4134.59643331784
184,4128.3537432819
185,4122.858814399374
186,4118.277944914195
187,4114.828955387519
