l,BB
2,1.686139959030684662e-06
3,3.372723136747326987e-06
4,5.622186529025627705e-06
5,8.435111016925163344e-06
6,1.181221406360643328e-05
7,1.575434403672081927e-05
8,2.026247365397143541e-05
9,2.533769218699224142e-05
10,3.098119703163880755e-05
11,3.719428430629759003e-05
12,4.397833882698156592e-05
13,5.133482329250766113e-05
14,5.926526694855521640e-05
15,6.777125387006852075e-05
16,7.685441075983823179e-05
17,8.651639456308094802e-05
18,9.675887994078325393e-05
19,1.075835465594816094e-04
20,1.189920668124953710e-04
21,1.309860928826152911e-04
22,1.435672452837060689e-04
23,1.567371008162687181e-04
24,1.704971811793919146e-04
25,1.848489428725492317e-04
26,1.997937663737399980e-04
27,2.153329475744161130e-04
28,2.314676885436726646e-04
29,2.481990914718841578e-04
30,2.655281502122743779e-04
31,2.834557459118519271e-04
32,3.019826415704744368e-04
33,3.211094806714069518e-04
34,3.408367819789798474e-04
35,3.611649393588801504e-04
36,3.820942247250767409e-04
37,4.036247839403422715e-04
38,4.257566426088584943e-04
39,4.484897082911035518e-04
40,4.718237752357806389e-04
41,4.957585290408698204e-04
42,5.202935548670347115e-04
43,5.454283428539109888e-04
44,5.711622967511995183e-04
45,5.974947436379621441e-04
46,6.244249432177440863e-04
47,6.519520972825788244e-04
48,6.800753630979314247e-04
49,7.087938615703077072e-04
50,7.381066907649228926e-04
51,7.680129375624456401e-04
52,7.985116898404071408e-04
53,8.296020480085293655e-04
54,8.612831377558149070e-04
55,8.935541214850499557e-04
56,9.264142104844968811e-04
57,9.598626778800920314e-04
58,9.938988631009626658e-04
59,1.028522191712397289e-03
60,1.063732179417051270e-03
61,1.099528442985124935e-03
62,1.135910708089090575e-03
63,1.172878817775812807e-03
64,1.210432739520885719e-03
65,1.248572570940837886e-03
66,1.287298545317401999e-03
67,1.326611035999261841e-03
68,1.366510559573892464e-03
69,1.406997778564859610e-03
70,1.448073503131214234e-03
71,1.489738691385881055e-03
72,1.531994448424816874e-03
73,1.574842027306116695e-03
74,1.618282825313080431e-03
75,1.662318381679302832e-03
76,1.706950374447069752e-03
77,1.752180615554575294e-03
78,1.798011047028617729e-03
79,1.844443735405462302e-03
80,1.891480865208303511e-03
81,1.939124734038686791e-03
82,1.987377744973723142e-03
83,2.036242401068116825e-03
84,2.085721297346198027e-03
85,2.135817114633010473e-03
86,2.186532612722726868e-03
87,2.237870623358086813e-03
88,2.289834043853503868e-03
89,2.342425831123731879e-03
90,2.395648994971655635e-03
91,2.449506593345155726e-03
92,2.504001727356293307e-03
93,2.559137536130844538e-03
94,2.614917193331054313e-03
95,2.671343903946973766e-03
96,2.728420901736096880e-03
97,2.786151446941954098e-03
98,2.844538825439100506e-03
99,2.903586348132079688e-03
100,2.963297351252869825e-03
101,3.023675197383589915e-03
102,3.084723277089119597e-03
103,3.146445011075655468e-03
104,3.208843853632948034e-03
105,3.271923295844358492e-03
106,3.335686869907112957e-03
107,3.400138153717347476e-03
108,3.465280776061026042e-03
109,3.531118422095406561e-03
110,3.597654838922690040e-03
111,3.664893841485132239e-03
112,3.732839319009532714e-03
113,3.801495240372710239e-03
114,3.870865660959239406e-03
115,3.940954727953370311e-03
116,4.011766685643489844e-03
117,4.083305881672983501e-03
118,4.155576770821687964e-03
119,4.228583919767097722e-03
120,4.302332010591367051e-03
121,4.376825843724172112e-03
122,4.452070339949903109e-03
123,4.528070541686961270e-03
124,4.604831613420164692e-03
125,4.682358840723860501e-03
126,4.760657628605499854e-03
127,4.839733498755503620e-03
128,4.919592085450187266e-03
129,5.000239130238169280e-03
130,5.081680475397374122e-03
131,5.163922056657026770e-03
132,5.246969894450500410e-03
133,5.330830083445804897e-03
134,5.415508781650141615e-03
135,5.501012198210642780e-03
136,5.587346579651031146e-03
137,5.674518195589358868e-03
138,5.762533323379621930e-03
139,5.851398231673924678e-03
140,5.941119162870546824e-03
141,6.031702315437034029e-03
142,6.123153825752379771e-03
143,6.215479747431739213e-03
144,6.308686033468007860e-03
145,6.402778515201946671e-03
146,6.497762882223895309e-03
147,6.593644662243032181e-03
148,6.690429200812720960e-03
149,6.788121640919498288e-03
150,6.886726902976611150e-03
151,6.986249665702383774e-03
152,7.086694347072594775e-03
153,7.188065085339406975e-03
154,7.290365721848776105e-03
155,7.393599784058049219e-03
156,7.497770469339529002e-03
157,7.602880630204759266e-03
158,7.708932760748642837e-03
159,7.815928983719380024e-03
160,7.923871039236231317e-03
161,8.032760274991401078e-03
162,8.142597637144933717e-03
163,8.253383663394805655e-03
164,8.365118477166786498e-03
165,8.477801783232550084e-03
166,8.591432864631012162e-03
167,8.706010581529500039e-03
168,8.821533371089242126e-03
169,8.937999248789737367e-03
170,9.055405811326603868e-03
171,9.173750240675144357e-03
172,9.293029309347892314e-03
173,9.413239387281231718e-03
174,9.534376449194120057e-03
175,9.656436083367987006e-03
176,9.779413501278675508e-03
177,9.903303547957599887e-03
178,1.002810071338938042e-02
179,1.015379914389563480e-02
180,1.028039265476389345e-02
181,1.040787474270534266e-02
182,1.053623859866913842e-02
183,1.066547712093547304e-02
184,1.079558292820357972e-02
185,1.092654837205734968e-02
186,1.105836555014095765e-02
187,1.119102631808323138e-02
188,1.132452230142295957e-02
189,1.145884490685157402e-02
190,1.159398533283326899e-02
191,1.172993457952610508e-02
192,1.186668345742302247e-02
193,1.200422259583140173e-02
194,1.214254244984941562e-02
195,1.228163330628005180e-02
196,1.242148528891920227e-02
197,1.256208836217783710e-02
198,1.270343233409772059e-02
199,1.284550685777584994e-02
200,1.298830143216311156e-02
201,1.313180540116863117e-02
202,1.327600795212521487e-02
203,1.342089811317713141e-02
204,1.356646474949375208e-02
205,1.371269655857054390e-02
206,1.385958206473963603e-02
207,1.400710961296844879e-02
208,1.415526736183460310e-02
209,1.430404327585270419e-02
210,1.445342511764249188e-02
211,1.460340043935987042e-02
212,1.475395657404422745e-02
213,1.490508062693731914e-02
214,1.505675946632466407e-02
215,1.520897971518364242e-02
216,1.536172774270923996e-02
217,1.551498965597423139e-02
218,1.566875129248128731e-02
219,1.582299821346803970e-02
220,1.597771569738469510e-02
221,1.613288873468903678e-02
222,1.628850202354812163e-02
223,1.644453996650190736e-02
224,1.660098666845396739e-02
225,1.675782593587233846e-02
226,1.691504127731468382e-02
227,1.707261590529581680e-02
228,1.723053273990298936e-02
229,1.738877441357172121e-02
230,1.754732327757419982e-02
231,1.770616141034151922e-02
232,1.786527062689413289e-02
233,1.802463249022545622e-02
234,1.818422832408046058e-02
235,1.834403922730885872e-02
236,1.850404608973048662e-02
237,1.866422960935891842e-02
238,1.882457031126069311e-02
239,1.898504856732510793e-02
240,1.914564461751915025e-02
241,1.930633859223713708e-02
242,1.946711053568277866e-02
243,1.962794042971333780e-02
244,1.978880821909617324e-02
245,1.994969383702937041e-02
246,2.011057723128980429e-02
247,2.027143839056325461e-02
248,2.043225737108437037e-02
249,2.059301432347560371e-02
250,2.075368951933048711e-02
251,2.091426337766768423e-02
252,2.107471649086119572e-02
253,2.123502965025428693e-02
254,2.139518387114941467e-02
255,2.155516041667848368e-02
256,2.171494082111135454e-02
257,2.187450691206666367e-02
258,2.203384083128650042e-02
259,2.219292505467828497e-02
260,2.235174241046209223e-02
261,2.251027609626992526e-02
262,2.266850969467057442e-02
263,2.282642718695544748e-02
264,2.298401296577722019e-02
265,2.314125184552331613e-02
266,2.329812907161345550e-02
267,2.345463032781514717e-02
268,2.361074174194060377e-02
269,2.376644989000026298e-02
270,2.392174179880168089e-02
271,2.407660494674902438e-02
272,2.423102726351027136e-02
273,2.438499712797115651e-02
274,2.453850336480445371e-02
275,2.469153524018634360e-02
276,2.484408245580900162e-02
277,2.499613514230734912e-02
278,2.514768385146448279e-02
279,2.529871954786867827e-02
280,2.544923359969022275e-02
281,2.559921776884675759e-02
282,2.574866420117090382e-02
283,2.589756541585894883e-02
284,2.604591429441002054e-02
285,2.619370407256692290e-02
286,2.634092832645936258e-02
287,2.648758096496844558e-02
288,2.663365621936501781e-02
289,2.677914863441626520e-02
290,2.692405306002457199e-02
291,2.706836464319930385e-02
292,2.721207882194798949e-02
293,2.735519131883457772e-02
294,2.749769813677753125e-02
295,2.763959555506177376e-02
296,2.778088012717700242e-02
297,2.792154867949479813e-02
298,2.806159831136011487e-02
299,2.820102639656201643e-02
300,2.833983058580028316e-02
301,2.847800881102208886e-02
302,2.861555929026624728e-02
303,2.875248053442478260e-02
304,2.888877135482654027e-02
305,2.902443087221966839e-02
306,2.915945852661870272e-02
307,2.929385408816149311e-02
308,2.942761766900073642e-02
309,2.956074973613853976e-02
310,2.969325112449670845e-02
311,2.982512305104474681e-02
312,2.995636712898753357e-02
313,3.008698538263761268e-02
314,3.021698026207362761e-02
315,3.034635465825052600e-02
316,3.047511191767928937e-02
317,3.060325585705857276e-02
318,3.073079077714626142e-02
319,3.085772147684185188e-02
320,3.098405326562849935e-02
321,3.110979197585975187e-02
322,3.123494397399818531e-02
323,3.135951617036338013e-02
324,3.148351602816411993e-02
325,3.160695157089192520e-02
326,3.172983138845408141e-02
