l,TT
2.000000000000000000e+00,1.066746244246727883e+03
3.000000000000000000e+00,9.925100840233685631e+02
4.000000000000000000e+00,9.265144794482207544e+02
5.000000000000000000e+00,8.776081322903778528e+02
6.000000000000000000e+00,8.436491997205088182e+02
7.000000000000000000e+00,8.212117138622602397e+02
8.000000000000000000e+00,8.066663011613125036e+02
9.000000000000000000e+00,7.982223334572747717e+02
1.000000000000000000e+01,7.943461169414696315e+02
1.100000000000000000e+01,7.935953570272946536e+02
1.200000000000000000e+01,7.965062621216542311e+02
1.300000000000000000e+01,8.009612532331067314e+02
1.400000000000000000e+01,8.067365708483946491e+02
1.500000000000000000e+01,8.128992339782554382e+02
1.600000000000000000e+01,8.210484288859570370e+02
1.700000000000000000e+01,8.310107657423054661e+02
1.800000000000000000e+01,8.416699509788559226e+02
1.900000000000000000e+01,8.537484795361126544e+02
2.000000000000000000e+01,8.655987330938436344e+02
2.100000000000000000e+01,8.779443012906760941e+02
2.200000000000000000e+01,8.908406691829469537e+02
2.300000000000000000e+01,9.038681309427252017e+02
2.400000000000000000e+01,9.173061903551930527e+02
2.500000000000000000e+01,9.312819110769977442e+02
2.600000000000000000e+01,9.453079477507557158e+02
2.700000000000000000e+01,9.598008063994878967e+02
2.800000000000000000e+01,9.745999235671737324e+02
2.900000000000000000e+01,9.896382223624717653e+02
3.000000000000000000e+01,1.005114818575592722e+03
3.100000000000000000e+01,1.020395023047523409e+03
3.200000000000000000e+01,1.036254198860406859e+03
3.300000000000000000e+01,1.052164240298482355e+03
3.400000000000000000e+01,1.068114623628558775e+03
3.500000000000000000e+01,1.084705275552621742e+03
3.600000000000000000e+01,1.101050535931103923e+03
3.700000000000000000e+01,1.117667709940797749e+03
3.800000000000000000e+01,1.134651324328932560e+03
3.900000000000000000e+01,1.151898883405625156e+03
4.000000000000000000e+01,1.169327348111525453e+03
4.100000000000000000e+01,1.186848929173505212e+03
4.200000000000000000e+01,1.204468261717070163e+03
4.300000000000000000e+01,1.222200087354447078e+03
4.400000000000000000e+01,1.240096289449112646e+03
4.500000000000000000e+01,1.258223608065043663e+03
4.600000000000000000e+01,1.276550037181629250e+03
4.700000000000000000e+01,1.295057145703658307e+03
4.800000000000000000e+01,1.313716896654331777e+03
4.900000000000000000e+01,1.332516109757351387e+03
