l,BB
2,0.0017037909407340045
3,0.0008764864178905939
4,0.0004623972141456675
5,0.00024344930404204162
6,0.00012801495921345302
7,6.876497229872201e-05
8,3.9578946501405816e-05
9,2.5989463428690362e-05
10,2.0109946797463178e-05
11,1.782422792965959e-05
12,1.707030398721438e-05
13,1.6885614096857236e-05
14,1.686233796163295e-05
15,1.6853832317972803e-05
16,1.682206292055592e-05
17,1.6761757179295498e-05
18,1.6681466260446087e-05
19,1.6584759264870725e-05
20,1.6474622344474598e-05
21,1.6353480886713738e-05
22,1.6224517186248857e-05
23,1.6089732978148918e-05
24,1.5949996671586654e-05
25,1.580747495550215e-05
26,1.5660320129131448e-05
27,1.5511608499423156e-05
28,1.5362883537780732e-05
29,1.521263456764245e-05
30,1.506173778591428e-05
31,1.4909806024618901e-05
32,1.4757371081179783e-05
33,1.460516080073595e-05
34,1.4453332804923292e-05
35,1.4301567933593148e-05
36,1.4149409167277144e-05
37,1.3996394006892774e-05
38,1.3843909998402859e-05
39,1.369180308594303e-05
40,1.3539506488327682e-05
41,1.3386693613688336e-05
42,1.323361505230397e-05
43,1.3080601663822519e-05
44,1.2927816999381581e-05
45,1.2774976006764215e-05
46,1.2621739953205456e-05
47,1.2467960123422133e-05
48,1.2314027059904176e-05
49,1.2160394198369956e-05
50,1.2007315648585776e-05
51,1.185451064993032e-05
52,1.1701619221834641e-05
53,1.1548468340351984e-05
54,1.1395430839116775e-05
55,1.1242952683789858e-05
56,1.1091308303118311e-05
57,1.0940313262824247e-05
58,1.078970413372165e-05
59,1.0639358089310444e-05
60,1.0489583207515664e-05
61,1.0340747877881727e-05
62,1.0193070288957635e-05
63,1.0046343672808936e-05
64,9.900287960392392e-06
65,9.754766754626053e-06
66,9.610093197843985e-06
67,9.466647990742321e-06
68,9.324673144737976e-06
69,9.184020118482908e-06
70,9.044466278909626e-06
71,8.905858617198835e-06
72,8.768244558390477e-06
73,8.63170963039958e-06
74,8.496328121682985e-06
75,8.362164222510017e-06
76,8.229273048378245e-06
77,8.097701562104323e-06
78,7.9674894052636e-06
79,7.838669649614904e-06
80,7.71126947822761e-06
81,7.585311358863985e-06
82,7.460815160773876e-06
83,7.337796831142451e-06
84,7.216268304366594e-06
85,7.096237950813909e-06
86,6.97771098407073e-06
87,6.860689829946543e-06
88,6.745174460559423e-06
89,6.6311626954821735e-06
90,6.518650471778007e-06
91,6.407637773102518e-06
92,6.298144927818375e-06
93,6.190194129132541e-06
94,6.083803881270621e-06
95,5.9789893498241945e-06
96,5.875762674641378e-06
97,5.774133249759232e-06
98,5.674107972785996e-06
99,5.575691467113683e-06
100,5.478886279838687e-06
101,5.383694071766637e-06
102,5.290118657387242e-06
103,5.198162846645499e-06
104,5.1078275512478166e-06
105,5.019111931088183e-06
106,4.9320135288515564e-06
107,4.846528394444874e-06
108,4.762651201495251e-06
109,4.680375356835113e-06
110,4.599693104345778e-06
111,4.520595624242839e-06
112,4.443073128593398e-06
113,4.36711495325873e-06
114,4.2927106530532496e-06
115,4.219852968988872e-06
116,4.148534660188308e-06
117,4.0787475672012126e-06
118,4.010482712050026e-06
119,3.9437303933011275e-06
120,3.878480275215291e-06
121,3.814721470904595e-06
122,3.752442619215656e-06
123,3.691631955046322e-06
124,3.632277372841155e-06
125,3.574366483246908e-06
126,3.517886662801881e-06
127,3.4628237571421785e-06
128,3.4091582644617495e-06
129,3.356869661993594e-06
130,3.305937784459942e-06
131,3.256342816204391e-06
132,3.208065279957883e-06
133,3.1610860227031564e-06
134,3.1153861994197335e-06
135,3.070947255324986e-06
136,3.0277509072483653e-06
137,2.985779124787797e-06
138,2.945014112015605e-06
139,2.9054382902114477e-06
140,2.8670342821455087e-06
141,2.829784898566932e-06
142,2.7936731271812876e-06
143,2.758682123943893e-06
144,2.724795207929898e-06
145,2.691995858506537e-06
146,2.6602677156429895e-06
147,2.629594582925801e-06
148,2.599960433043667e-06
149,2.5713494152371405e-06
150,2.5437458645644266e-06
151,2.517134312393041e-06
152,2.491497449034705e-06
153,2.4668102021130816e-06
154,2.443046252079247e-06
155,2.4201801158085252e-06
156,2.398187127050741e-06
157,2.3770434166700177e-06
158,2.3567258923619195e-06
159,2.337212217281857e-06
160,2.3184807875008487e-06
161,2.3005107081735042e-06
162,2.2832817681955915e-06
163,2.266774413555706e-06
164,2.250969719446877e-06
165,2.235849361284011e-06
166,2.2213955849613677e-06
167,2.20759117671769e-06
168,2.194419432912549e-06
169,2.18186413007515e-06
170,2.16990949579823e-06
171,2.158540180696616e-06
172,2.1477412319128008e-06
173,2.137498068551646e-06
174,2.1277964591934684e-06
175,2.1186225018837346e-06
176,2.109962606703626e-06
177,2.1018022719707394e-06
178,2.0941225532667785e-06
179,2.0869038640453407e-06
180,2.0801271923394677e-06
181,2.073774083518222e-06
182,2.067826625746082e-06
183,2.0622674376766303e-06
184,2.0570796580631877e-06
185,2.0522469368053166e-06
186,2.0477534271635035e-06
187,2.0435837785158397e-06
188,2.0397231294098416e-06
189,2.0361571004285727e-06
190,2.032871786784403e-06
191,2.029853749656488e-06
192,2.0270900069756765e-06
193,2.024568022811287e-06
194,2.0222756954558898e-06
195,2.0202013441632994e-06
196,2.018333694597801e-06
197,2.0166618630132048e-06
198,2.0151753394211543e-06
199,2.013863969816763e-06
200,2.0127179378630097e-06
201,2.0117277461889716e-06
202,2.0108839883875972e-06
203,2.0101767191699027e-06
204,2.0095960923370933e-06
205,2.009132555578169e-06
206,2.0087768330558384e-06
207,2.0085199094829956e-06
208,2.0083530158994296e-06
209,2.0082676172368995e-06
210,2.008255401886361e-06
211,2.0083082731585033e-06
212,2.0084183427231903e-06
213,2.0085779259083835e-06
214,2.008779538659694e-06
215,2.0090158961130664e-06
216,2.009279912459742e-06
217,2.009564701813533e-06
218,2.0098635798796816e-06
219,2.010170066129999e-06
220,2.0104778860587037e-06
221,2.0107809733663356e-06
222,2.0110734717272135e-06
223,2.0113497358835746e-06
224,2.0116043318614423e-06
225,2.011832036138781e-06
226,2.012027833619217e-06
227,2.012187194830975e-06
228,2.0123068932785545e-06
229,2.0123841246224278e-06
230,2.0124162159923817e-06
231,2.0124006197004524e-06
232,2.0123349059384025e-06
233,2.0122167547284695e-06
234,2.0120439473155094e-06
235,2.011814357260372e-06
236,2.0115259414834022e-06
237,2.0111767315142277e-06
238,2.010764825212277e-06
239,2.010288379139711e-06
240,2.009745601838204e-06
241,2.009134748157877e-06
242,2.008454114755715e-06
243,2.007702036868533e-06
244,2.006876886420295e-06
245,2.0059770714146547e-06
246,2.0050010366140703e-06
247,2.0039472653707584e-06
248,2.0028142825131445e-06
249,2.001600658103337e-06
