l,BB
2,0.0017033546080623715
3,0.0008758994640394398
4,0.00046131693476358546
5,0.00024211541625932133
6,0.00012651625591774023
7,6.722519697532548e-05
8,3.8030113322404324e-05
9,2.4427767506577178e-05
10,1.855318260290136e-05
11,1.6260944025021756e-05
12,1.5500754419377887e-05
13,1.530721332672985e-05
14,1.527706353717232e-05
15,1.526492059226026e-05
16,1.5229287647060408e-05
17,1.5167319415003135e-05
18,1.508240540421e-05
19,1.4980415236437495e-05
20,1.4866194662074313e-05
21,1.474282375941381e-05
22,1.4612398557181151e-05
23,1.447614606645079e-05
24,1.4334932362649702e-05
25,1.4189374347890544e-05
26,1.4040320139179595e-05
27,1.388974482341814e-05
28,1.3739208528824147e-05
29,1.358903842672591e-05
30,1.3439233616987283e-05
31,1.328961208717311e-05
32,1.3139984433532749e-05
33,1.2990181954578148e-05
34,1.2839848061287684e-05
35,1.2687870872814271e-05
36,1.2533781702709898e-05
37,1.2379482139345244e-05
38,1.2226520962878427e-05
39,1.2074180709173916e-05
40,1.1921408466705089e-05
41,1.1767540855180525e-05
42,1.161277803537235e-05
43,1.1457466657483164e-05
44,1.1301897170517647e-05
45,1.1146312690656938e-05
46,1.0990882495845738e-05
47,1.083561782152954e-05
48,1.0680496129916991e-05
49,1.0525497678550702e-05
50,1.037060514896959e-05
51,1.0215831102442014e-05
52,1.0061292642843166e-05
53,9.907114763689635e-06
54,9.753403325756483e-06
55,9.600247661992025e-06
56,9.447714613819999e-06
57,9.2958281167527e-06
58,9.144599028583031e-06
59,8.994034567699503e-06
60,8.844138850377722e-06
61,8.694929930960663e-06
62,8.546485723567542e-06
63,8.398887909120599e-06
64,8.252205909605422e-06
65,8.106498364688747e-06
66,7.961809793125187e-06
67,7.818158919088897e-06
68,7.675555322512533e-06
69,7.5340049103487874e-06
70,7.393510395340496e-06
71,7.254086694868577e-06
72,7.115802952620236e-06
73,6.978732632807116e-06
74,6.842938898683748e-06
75,6.708475710167481e-06
76,6.575384242899107e-06
77,6.443681017431923e-06
78,6.313373879147433e-06
79,6.184467252986833e-06
80,6.0569625415134554e-06
81,5.930862234241464e-06
82,5.806180763388236e-06
83,5.682932345837126e-06
84,5.5611274758128524e-06
85,5.4407733188517065e-06
86,5.321876120140893e-06
87,5.204447311704446e-06
88,5.088497027655717e-06
89,4.974032301462366e-06
90,4.861057381929123e-06
91,4.749578879696616e-06
92,4.639619771621632e-06
93,4.53120367987383e-06
94,4.424350195648464e-06
