l,EE
2,0.05772489529287561
3,0.09984026033187021
4,0.12064874817275606
5,0.11724605231632489
6,0.09701764552716663
7,0.07048065856332958
8,0.04610340694369923
9,0.028218991105327006
10,0.017430024949361748
11,0.012097655946337443
12,0.009963136230608405
13,0.00917422071815284
14,0.008667477912803569
15,0.008081664613281648
16,0.007456649077394587
17,0.006949161770327172
18,0.006700725673542383
19,0.006747347969038562
20,0.007070992396833358
21,0.007623396539797551
22,0.008369764983769012
23,0.009287107435438386
24,0.010369178198285966
25,0.011633990331814701
26,0.01310800166965125
27,0.014802551542161816
28,0.016706992735108655
29,0.0188365655550661
30,0.021206079147636923
31,0.023793585105369976
32,0.026603017437254146
33,0.029611153172486554
34,0.03285846946325016
35,0.03633014431419147
36,0.04002867974662453
37,0.04397189250733954
38,0.0481489472726077
39,0.052566455228030766
40,0.05723801058450278
41,0.06217536444453731
42,0.06738236421356304
43,0.07286071619107322
44,0.07860997469285597
45,0.08462687291238952
46,0.09090789527351364
47,0.09746026419596526
48,0.10428701484876063
49,0.11139043831364143
50,0.11878396610077864
51,0.12647934827615692
52,0.13447716014561034
53,0.14277183671197197
54,0.15135855003422513
55,0.16023395110520783
56,0.1693897362940924
57,0.17882454766523168
58,0.18854098482036327
59,0.19854237976229117
60,0.20882462487043654
61,0.21938339669701537
62,0.23021354393841795
63,0.2413104409467756
64,0.25266870528487706
65,0.2642851686205269
66,0.27615081661522006
67,0.288260036955977
68,0.3006050852048549
69,0.3131804304594892
70,0.3259812698887309
71,0.3390048229997278
72,0.3522467855302555
73,0.3657011625850246
74,0.3793560042390289
75,0.39319860640249793
76,0.4072140819516923
77,0.42139072876602496
78,0.4357154074005783
79,0.4501757156569876
80,0.46475924757822723
81,0.47945373736500035
82,0.49424897298206066
83,0.5091334012142814
84,0.524096216561225
85,0.5391258779909947
86,0.5542129143740142
87,0.5693442219789293
88,0.584507286445848
89,0.5996896109550892
90,0.6148742618068198
91,0.6300481783687176
92,0.6451966415116137
93,0.6603050959123523
94,0.6753612446595445
95,0.690349851580593
96,0.705257200263603
97,0.7200688673787794
98,0.7347697242943289
99,0.7493461669631716
100,0.7637868598822046
