l,EE
2,0.0602733856036343
3,0.10551533139095247
4,0.12792765653435248
5,0.12336905498948253
6,0.09981326106984309
7,0.06956986214871733
8,0.04286174743421123
9,0.024763723238073528
10,0.015439330472310582
11,0.012108914425459054
12,0.011436234086319521
13,0.011068407323467902
14,0.010119482175279264
15,0.008804787822421289
16,0.007752484964524537
17,0.007277408229147075
18,0.0074915876055837586
19,0.008095947792550646
20,0.008725103142368665
21,0.009239966088864005
22,0.009623424266080148
23,0.010047682751141712
24,0.010716565916185616
25,0.011740148504926565
26,0.013179679660845347
27,0.014970223345480316
28,0.017010995860366574
29,0.01928273082379112
30,0.021784486697050298
31,0.02449796712591837
32,0.027431745224950985
33,0.030551791784716422
34,0.03387993605362037
35,0.037366796334055596
36,0.04098840432102254
37,0.04478438519378765
38,0.0487772305725745
39,0.053004682826128975
40,0.057510915503790665
41,0.06233188021573032
42,0.06747012083092575
43,0.07291966214517588
44,0.07867237473270712
45,0.08471730639465092
46,0.09104225148608165
47,0.09764172737124044
48,0.10450506094267885
49,0.11162083625792342
50,0.11898877989987575
51,0.12661200518437793
52,0.13450271534888428
53,0.14267204335363964
54,0.15113186499391384
55,0.15989554173502682
56,0.16896783968570392
57,0.17834588558919268
58,0.18802712485244605
59,0.19800974571744212
60,0.20828450807590893
61,0.218841950288864
62,0.2296717245944834
63,0.24076400453525765
64,0.2521082208186523
65,0.26369603265720787
66,0.27551519102905647
67,0.2875645560355958
68,0.2998427937189401
69,0.3123507986262786
70,0.3250902081398256
71,0.3380631668947013
72,0.35126419168232487
73,0.36468459237189654
74,0.37830973615241664
75,0.3921242473778603
76,0.40611104622570554
77,0.4202581215278419
78,0.434552500774687
79,0.44898195429168275
80,0.4635342524042719
81,0.47819741585385955
82,0.4929619527157535
83,0.5078171358111737
84,0.5227529807963659
85,0.5377587604925503
86,0.5528256794527001
87,0.567940783796399
88,0.5830915657049335
89,0.5982655173595899
90,0.6134456739315047
91,0.6286189573633145
92,0.6437707514780826
93,0.6588866126952471
94,0.6739543259393213
95,0.6889587047947187
96,0.7038860485159025
97,0.7187219135223113
98,0.7334511133983581
99,0.7480599473985065
100,0.7625369432822945
