l,BB
2,0.0017049480635701823
3,0.0008774931309438797
4,0.0004629108784555052
5,0.00024370970585317424
6,0.00012811095652209546
7,6.882037548834118e-05
8,3.96258320406529e-05
9,2.6024090108193497e-05
10,2.015016800259888e-05
11,1.7858651725299152e-05
12,1.7099239407952227e-05
13,1.690653012358074e-05
14,1.6877262720892212e-05
15,1.6866050973890992e-05
16,1.68313948572146e-05
17,1.677044621739866e-05
18,1.6686591714113995e-05
19,1.658569789107508e-05
20,1.6472607340939406e-05
21,1.6350396953565847e-05
22,1.6221159530794407e-05
23,1.6086118818953067e-05
24,1.594613760796373e-05
25,1.580182951369754e-05
26,1.5654039371639896e-05
27,1.5504739006802827e-05
28,1.535548531885311e-05
29,1.5206602304217041e-05
30,1.5058085947796417e-05
31,1.4909751204019695e-05
32,1.4761405726304705e-05
33,1.4612877990277932e-05
34,1.446380868705372e-05
35,1.4313083334775604e-05
36,1.4160230796388331e-05
37,1.400715037727428e-05
38,1.3855388693751807e-05
39,1.3704226161140005e-05
40,1.3552607891376825e-05
41,1.3399868713184519e-05
42,1.324620722687187e-05
43,1.3091968696718808e-05
44,1.2937442349666638e-05
45,1.2782870248010776e-05
46,1.2628420779969831e-05
47,1.2474104443239999e-05
48,1.2319898133602868e-05
49,1.2165781707407299e-05
50,1.2011737612280241e-05
51,1.1857778338750497e-05
52,1.1704021079576276e-05
53,1.155059106995721e-05
54,1.1397594560877751e-05
55,1.1245121416909877e-05
56,1.1093239148621262e-05
57,1.094197249864255e-05
58,1.0791333244776114e-05
59,1.064132964520805e-05
60,1.0491966957191202e-05
61,1.0343264471207091e-05
62,1.0195301421382838e-05
63,1.0048160886803347e-05
64,9.901913757519212e-06
65,9.756620201582676e-06
66,9.612326315435385e-06
67,9.469052434627827e-06
68,9.326809783290936e-06
69,9.18560593944818e-06
70,9.045445305327422e-06
71,8.9063445000048e-06
72,8.768374379304926e-06
73,8.631610116195588e-06
74,8.496116567414891e-06
75,8.361949364869548e-06
76,8.229151329631496e-06
77,8.097740597162427e-06
78,7.967726589528847e-06
79,7.839115263919586e-06
80,7.711909505634711e-06
81,7.586113230439639e-06
82,7.461742224030898e-06
83,7.3388119962470895e-06
84,7.217334274670356e-06
85,7.09731739722834e-06
86,6.978768723209166e-06
87,6.861700750913823e-06
88,6.746124619020834e-06
89,6.632048299987245e-06
90,6.519476916145282e-06
91,6.4084178864224655e-06
92,6.2988949281249934e-06
93,6.190932342256283e-06
94,6.0845503412268866e-06
95,5.979765419462585e-06
96,5.876590691761966e-06
97,5.775036202056241e-06
98,5.675109206090152e-06
99,5.5768144296002815e-06
100,5.480154304607888e-06
101,5.3851291856806534e-06
102,5.291737547872393e-06
103,5.199976167920411e-06
104,5.1098402905681025e-06
105,5.021323780507336e-06
106,4.9344192618969325e-06
107,4.8491182460829595e-06
108,4.765411248716107e-06
109,4.683287897011183e-06
110,4.6027370278994556e-06
111,4.523748218346798e-06
112,4.44631598507959e-06
113,4.3704351995761976e-06
114,4.2960997026438325e-06
115,4.2233024031967075e-06
116,4.152035369187231e-06
117,4.082289911709729e-06
118,4.014056661415188e-06
119,3.9473256392706675e-06
120,3.882086321214916e-06
121,3.818327697478998e-06
122,3.7560383268554283e-06
123,3.695206386402939e-06
124,3.6358197169048107e-06
125,3.5778658642178814e-06
126,3.521332117107654e-06
127,3.466205541699437e-06
128,3.4124730127298174e-06
129,3.3601212419026327e-06
130,3.3091368035747135e-06
131,3.259504827275388e-06
132,3.2112051862256053e-06
133,3.1642167768608828e-06
134,3.118518882203738e-06
135,3.0740911626706657e-06
136,3.0309136465854944e-06
137,2.988966720766748e-06
138,2.9482311210332542e-06
139,2.908687922657821e-06
140,2.870318530783752e-06
141,2.833104671105966e-06
142,2.797028380718728e-06
143,2.7620719985547452e-06
144,2.7282181569484632e-06
145,2.6954497726042942e-06
146,2.6637500381420526e-06
147,2.633102413927467e-06
148,2.6034906201485196e-06
149,2.574898629129826e-06
150,2.5473106580155673e-06
151,2.5207094315866646e-06
152,2.4950711655995976e-06
153,2.470371056166006e-06
154,2.4465850251818425e-06
155,2.4236896903475955e-06
156,2.4016623367696357e-06
157,2.3804808902040175e-06
158,2.360123891794835e-06
159,2.340570474091817e-06
160,2.3218003384979653e-06
161,2.303793734033267e-06
162,2.286531437158869e-06
163,2.269994732926247e-06
164,2.2541653971455606e-06
165,2.2390256795803414e-06
166,2.224558288084135e-06
167,2.2107463737551754e-06
168,2.1975735168603957e-06
169,2.185023713576642e-06
170,2.173081363526479e-06
171,2.161731257982641e-06
172,2.150958568710826e-06
173,2.140748837498813e-06
174,2.131087966113708e-06
175,2.121962206846796e-06
176,2.113356711015024e-06
177,2.1052513225467926e-06
178,2.0976251168664945e-06
179,2.0904578527721194e-06
180,2.0837299497139316e-06
181,2.0774224659193326e-06
182,2.0715170774178117e-06
183,2.065996057911547e-06
184,2.0608422594068557e-06
185,2.0560390934703728e-06
186,2.05157051330738e-06
187,2.047420996303332e-06
188,2.043575527217252e-06
189,2.040019581891795e-06
190,2.036739111470329e-06
191,2.0337205270909943e-06
192,2.0309506849513996e-06
193,2.0284168719061883e-06
194,2.026106791372502e-06
195,2.0240085496026495e-06
196,2.0221106423788837e-06
197,2.0204019419627257e-06
198,2.0188716844481444e-06
199,2.0175094573628694e-06
200,2.016305187652375e-06
201,2.0152491199075617e-06
202,2.014331775796463e-06
203,2.013543974168894e-06
204,2.0128768302623077e-06
205,2.0123217450329417e-06
206,2.0118703947927844e-06
207,2.0115147211511315e-06
208,2.0112469212371537e-06
209,2.0110594382157174e-06
210,2.0109449521502455e-06
211,2.0108963711240642e-06
212,2.0109068226941457e-06
213,2.010969645670889e-06
214,2.0110783821538972e-06
215,2.0112267699734983e-06
216,2.0114087354043913e-06
217,2.011618386172278e-06
218,2.011850004830963e-06
219,2.012098042477004e-06
220,2.012357112716323e-06
221,2.0126219860064814e-06
222,2.0128875843086504e-06
223,2.0131489760403637e-06
224,2.0134013713561605e-06
225,2.01364011772713e-06
226,2.013860695817061e-06
227,2.0140587156425158e-06
228,2.014229913047185e-06
229,2.0143701464106704e-06
230,2.0144753936395352e-06
231,2.0145417494393366e-06
232,2.0145654227759214e-06
233,2.0145427346057668e-06
234,2.0144701158030085e-06
235,2.0143441052920097e-06
236,2.0141613483681316e-06
237,2.013918595182087e-06
238,2.0136126994069427e-06
239,2.013240617006467e-06
240,2.0127994051562813e-06
241,2.0122862212724343e-06
242,2.0116983221354103e-06
243,2.0110330630499886e-06
244,2.0102878971310547e-06
245,2.009460374599425e-06
246,2.008548142122222e-06
247,2.007548942154267e-06
248,2.006460612292777e-06
249,2.00528108463539e-06
250,2.0040083851000605e-06
251,2.002641181265797e-06
252,2.0011803925547227e-06
253,1.999627484476386e-06
254,1.9979839134225565e-06
255,1.996251128642371e-06
256,1.994430574081698e-06
257,1.9925236900465497e-06
258,1.9905319146700066e-06
259,1.9884566852523396e-06
260,1.986299439381884e-06
261,1.984061615918881e-06
262,1.9817446558051225e-06
263,1.979350002694438e-06
264,1.9768791034616255e-06
265,1.974333408504967e-06
266,1.9717143719487322e-06
267,1.969023451678289e-06
268,1.9662621092454475e-06
269,1.96343180965598e-06
270,1.9605340210454596e-06
271,1.9575702142296288e-06
272,1.9545418621872736e-06
273,1.951450439435178e-06
274,1.9482974213253732e-06
275,1.94508428330953e-06
276,1.9418125001078483e-06
277,1.9384835448716704e-06
278,1.9350988882929676e-06
279,1.931659997713064e-06
280,1.928168336207061e-06
281,1.924625361664626e-06
282,1.921032525912025e-06
283,1.9173912738220553e-06
284,1.9137030424270315e-06
285,1.909969260286471e-06
286,1.9061913464713548e-06
287,1.902370710032571e-06
288,1.8985087493026802e-06
289,1.89460685133112e-06
290,1.890666391382028e-06
291,1.8866887324778395e-06
292,1.8826752250944728e-06
293,1.8786272068489793e-06
294,1.8745460023523134e-06
295,1.8704329230847997e-06
296,1.8662892673995503e-06
297,1.862116320582871e-06
298,1.8579153550071584e-06
299,1.853687630368346e-06
300,1.849434393980775e-06
301,1.8451568448048116e-06
302,1.8408560266614167e-06
303,1.8365329411867586e-06
304,1.8321885851162913e-06
305,1.8278239507755863e-06
306,1.8234400266050724e-06
307,1.8190377977263353e-06
308,1.8146182465490744e-06
309,1.8101823534115474e-06
310,1.8057310972101622e-06
311,1.801265456068046e-06
312,1.7967864079811056e-06
313,1.7922949314795959e-06
314,1.7877920062516934e-06
315,1.7832786137696147e-06
316,1.7787557378665664e-06
317,1.774224365289487e-06
318,1.7696854861870455e-06
319,1.7651400945912375e-06
320,1.7605891887886075e-06
321,1.756033771668689e-06
322,1.7514748510011772e-06
323,1.7469134396206696e-06
324,1.7423505555651822e-06
325,1.7377872221203735e-06
